,customer_id,txn_date,txn_type,txn_amount
1501,81,2020-04-20,purchase,473
1502,81,2020-03-04,deposit,497
1503,81,2020-03-09,deposit,741
1504,81,2020-03-10,withdrawal,744
1505,81,2020-04-14,deposit,494
1506,81,2020-04-11,purchase,65
1507,81,2020-02-12,purchase,802
1508,81,2020-04-19,withdrawal,610
1509,128,2020-04-16,deposit,895
1510,128,2020-02-11,purchase,246
1511,128,2020-03-07,purchase,319
1512,128,2020-03-21,purchase,601
1513,128,2020-04-06,purchase,321
1514,128,2020-02-29,withdrawal,492
1515,128,2020-02-04,deposit,472
1516,205,2020-01-21,withdrawal,451
1517,205,2020-02-14,withdrawal,217
1518,205,2020-01-24,purchase,249
1519,205,2020-02-03,deposit,767
1520,205,2020-02-02,withdrawal,342
1521,205,2020-01-12,purchase,671
1522,205,2020-02-07,withdrawal,432
1523,205,2020-01-07,purchase,361
1524,205,2020-01-19,deposit,743
1525,205,2020-02-22,withdrawal,587
1526,205,2020-02-16,deposit,745
1527,205,2020-01-14,withdrawal,300
1528,205,2020-02-20,deposit,560
1529,205,2020-01-17,deposit,895
1530,205,2020-02-03,deposit,683
1531,205,2020-01-13,withdrawal,296
1532,205,2020-03-15,purchase,144
1533,205,2020-02-15,deposit,116
1534,380,2020-01-30,purchase,520
1535,380,2020-03-28,withdrawal,758
1536,380,2020-03-26,deposit,77
1537,380,2020-02-17,deposit,230
1538,380,2020-03-01,purchase,336
1539,380,2020-03-20,purchase,219
1540,380,2020-02-16,deposit,833
1541,380,2020-01-12,purchase,433
1542,380,2020-02-28,purchase,758
1543,380,2020-01-17,deposit,48
1544,380,2020-02-12,withdrawal,919
1545,380,2020-01-17,withdrawal,431
1546,380,2020-02-29,withdrawal,18
1547,380,2020-03-20,purchase,81
1548,380,2020-03-01,purchase,864
1549,387,2020-04-13,withdrawal,217
1550,387,2020-03-16,deposit,721
1551,387,2020-04-01,deposit,808
1552,387,2020-03-07,deposit,761
1553,387,2020-01-29,deposit,889
1554,387,2020-04-12,purchase,688
1555,95,2020-03-28,withdrawal,977
1556,95,2020-02-16,deposit,706
1557,95,2020-01-05,deposit,198
1558,95,2020-02-23,deposit,911
1559,95,2020-02-26,deposit,930
1560,95,2020-03-22,deposit,949
1561,95,2020-02-12,withdrawal,622
1562,95,2020-02-24,withdrawal,36
1563,95,2020-02-27,purchase,538
1564,95,2020-02-06,withdrawal,608
1565,95,2020-03-27,deposit,978
1566,95,2020-03-30,purchase,530
1567,95,2020-03-10,deposit,387
1568,95,2020-03-07,purchase,321
1569,388,2020-02-21,purchase,781
1570,388,2020-01-21,deposit,550
1571,388,2020-03-04,deposit,472
1572,388,2020-01-11,deposit,860
1573,388,2020-02-04,withdrawal,336
1574,388,2020-04-01,purchase,222
1575,91,2020-03-31,withdrawal,909
1576,91,2020-02-11,deposit,426
1577,91,2020-01-22,deposit,343
1578,91,2020-02-17,withdrawal,871
1579,91,2020-02-25,deposit,485
1580,91,2020-03-30,deposit,486
1581,91,2020-02-25,purchase,501
1582,91,2020-04-07,deposit,165
1583,91,2020-02-10,withdrawal,238
1584,91,2020-03-17,deposit,23
1585,91,2020-03-14,purchase,322
1586,91,2020-03-01,purchase,979
1587,91,2020-02-10,withdrawal,476
1588,91,2020-01-21,purchase,883
1589,91,2020-01-22,withdrawal,145
1590,91,2020-02-12,deposit,796
1591,91,2020-02-08,purchase,533
1592,91,2020-01-21,withdrawal,218
1593,144,2020-02-07,purchase,315
1594,144,2020-04-02,purchase,763
1595,144,2020-04-07,withdrawal,444
1596,144,2020-03-24,deposit,316
1597,144,2020-01-17,withdrawal,622
1598,144,2020-04-10,deposit,230
1599,144,2020-03-31,deposit,36
1600,144,2020-04-07,deposit,479
1601,144,2020-04-05,deposit,104
1602,144,2020-04-07,purchase,955
1603,144,2020-03-20,withdrawal,118
1604,144,2020-02-22,purchase,558
1605,144,2020-02-22,purchase,947
1606,144,2020-01-22,withdrawal,672
1607,144,2020-02-18,withdrawal,725
1608,68,2020-03-03,purchase,696
1609,68,2020-03-23,purchase,224
1610,68,2020-03-24,deposit,234
1611,68,2020-03-08,deposit,488
1612,68,2020-03-17,purchase,536
1613,68,2020-02-27,purchase,296
1614,475,2020-02-28,withdrawal,952
1615,475,2020-03-24,deposit,596
1616,475,2020-01-23,withdrawal,849
1617,475,2020-01-21,deposit,525
1618,475,2020-03-19,purchase,4
1619,475,2020-02-11,deposit,222
1620,475,2020-01-10,withdrawal,476
1621,475,2020-03-16,withdrawal,522
1622,475,2020-03-03,purchase,710
1623,475,2020-01-17,purchase,72
1624,475,2020-01-09,deposit,713
1625,475,2020-01-10,withdrawal,981
1626,475,2020-02-28,deposit,51
1627,475,2020-03-01,withdrawal,970
1628,475,2020-03-05,withdrawal,523
1629,475,2020-03-28,purchase,439
1630,475,2020-01-26,purchase,85
1631,475,2020-03-20,withdrawal,535
1632,475,2020-02-13,purchase,614
1633,247,2020-03-11,purchase,317
1634,247,2020-02-04,deposit,348
1635,247,2020-02-15,purchase,754
1636,247,2020-03-13,deposit,132
1637,247,2020-03-28,withdrawal,95
1638,247,2020-01-02,deposit,53
1639,120,2020-02-11,deposit,664
1640,120,2020-03-20,withdrawal,686
1641,120,2020-03-20,purchase,145
1642,120,2020-02-10,deposit,313
1643,120,2020-02-13,deposit,693
1644,120,2020-02-28,withdrawal,582
1645,120,2020-04-21,deposit,229
1646,120,2020-03-01,purchase,879
1647,120,2020-02-22,purchase,343
1648,120,2020-02-20,deposit,402
1649,120,2020-02-09,withdrawal,374
1650,120,2020-03-03,withdrawal,418
1651,120,2020-02-17,purchase,654
1652,120,2020-03-11,purchase,685
1653,120,2020-04-06,withdrawal,794
1654,120,2020-02-21,deposit,970
1655,500,2020-03-25,deposit,825
1656,500,2020-01-25,withdrawal,986
1657,500,2020-01-16,deposit,909
1658,500,2020-03-07,purchase,452
1659,500,2020-02-01,deposit,715
1660,500,2020-03-17,deposit,344
1661,500,2020-03-22,withdrawal,954
1662,500,2020-03-02,deposit,862
1663,500,2020-02-07,purchase,49
1664,500,2020-02-23,deposit,721
1665,500,2020-01-27,deposit,214
1666,500,2020-03-01,purchase,929
1667,500,2020-01-30,deposit,922
1668,500,2020-01-18,deposit,308
1669,500,2020-03-11,purchase,426
1670,384,2020-02-19,purchase,425
1671,384,2020-02-09,withdrawal,835
1672,384,2020-03-14,purchase,981
1673,384,2020-03-31,withdrawal,220
1674,384,2020-02-15,deposit,600
1675,384,2020-01-30,purchase,245
1676,384,2020-03-01,deposit,654
1677,384,2020-01-21,purchase,117
1678,384,2020-02-26,deposit,635
1679,384,2020-02-26,purchase,460
1680,384,2020-02-27,purchase,447
1681,384,2020-02-06,purchase,976
1682,384,2020-03-03,withdrawal,363
1683,384,2020-02-07,withdrawal,568
1684,384,2020-03-23,deposit,869
1685,311,2020-04-02,deposit,207
1686,311,2020-02-11,deposit,476
1687,311,2020-03-08,withdrawal,832
1688,311,2020-02-09,withdrawal,607
1689,311,2020-03-12,withdrawal,853
1690,311,2020-04-15,purchase,307
1691,311,2020-02-21,deposit,827
1692,311,2020-01-25,purchase,994
1693,311,2020-03-15,purchase,276
1694,311,2020-01-28,deposit,386
1695,287,2020-04-11,withdrawal,476
1696,287,2020-03-16,withdrawal,932
1697,287,2020-02-26,purchase,568
1698,287,2020-03-06,deposit,38
1699,287,2020-03-28,purchase,538
1700,287,2020-02-05,purchase,227
1701,287,2020-04-09,purchase,816
1702,287,2020-02-01,deposit,966
1703,287,2020-03-13,deposit,971
1704,287,2020-03-14,deposit,518
1705,112,2020-03-18,purchase,322
1706,112,2020-02-29,withdrawal,122
1707,112,2020-03-04,purchase,523
1708,112,2020-03-24,withdrawal,164
1709,112,2020-02-29,withdrawal,954
1710,112,2020-02-21,deposit,317
1711,112,2020-02-09,deposit,707
1712,284,2020-03-27,deposit,712
1713,284,2020-03-05,deposit,306
1714,284,2020-02-18,withdrawal,500
1715,284,2020-02-14,purchase,586
1716,284,2020-03-04,purchase,852
1717,284,2020-02-02,withdrawal,324
1718,284,2020-02-11,purchase,210
1719,284,2020-04-23,deposit,735
1720,284,2020-03-06,purchase,16
1721,284,2020-02-05,purchase,687
1722,284,2020-03-07,withdrawal,646
1723,284,2020-04-10,deposit,356
1724,284,2020-02-11,withdrawal,574
1725,284,2020-02-22,deposit,290
1726,284,2020-02-02,deposit,862
1727,284,2020-03-06,purchase,407
1728,284,2020-04-07,withdrawal,741
1729,284,2020-02-11,purchase,836
1730,284,2020-02-24,purchase,294
1731,284,2020-04-01,purchase,903
1732,284,2020-03-10,deposit,679
1733,67,2020-02-05,deposit,748
1734,67,2020-03-01,purchase,770
1735,67,2020-01-26,deposit,684
1736,67,2020-02-07,purchase,393
1737,67,2020-01-23,deposit,705
1738,67,2020-04-06,purchase,230
1739,67,2020-03-01,deposit,873
1740,67,2020-04-09,purchase,751
1741,67,2020-04-09,purchase,191
1742,67,2020-02-18,deposit,617
1743,67,2020-01-23,deposit,125
1744,67,2020-03-18,withdrawal,907
1745,67,2020-03-24,deposit,289
1746,67,2020-04-02,deposit,344
1747,70,2020-01-28,withdrawal,591
1748,70,2020-03-18,withdrawal,62
1749,70,2020-03-29,withdrawal,165
1750,70,2020-03-17,deposit,337
1751,70,2020-01-17,withdrawal,265
1752,70,2020-02-13,deposit,659
1753,70,2020-02-11,deposit,221
1754,70,2020-01-31,withdrawal,117
1755,70,2020-03-22,withdrawal,934
1756,70,2020-01-26,purchase,602
1757,70,2020-03-09,withdrawal,927
1758,70,2020-01-22,deposit,205
1759,70,2020-02-25,purchase,359
1760,236,2020-03-14,deposit,347
1761,236,2020-04-01,purchase,501
1762,236,2020-02-25,withdrawal,170
1763,236,2020-02-05,deposit,335
1764,236,2020-03-25,withdrawal,966
1765,236,2020-03-23,deposit,419
1766,236,2020-03-07,deposit,836
1767,236,2020-02-18,deposit,538
1768,236,2020-03-19,withdrawal,771
1769,236,2020-04-10,withdrawal,73
1770,236,2020-04-14,purchase,450
1771,234,2020-02-01,withdrawal,110
1772,234,2020-03-06,purchase,875
1773,234,2020-01-24,purchase,76
1774,234,2020-01-04,purchase,134
1775,234,2020-03-09,purchase,701
1776,234,2020-01-04,deposit,295
1777,234,2020-02-02,withdrawal,250
1778,234,2020-01-28,purchase,2
1779,234,2020-03-03,purchase,325
1780,234,2020-03-17,withdrawal,745
1781,234,2020-02-29,deposit,927
1782,234,2020-03-13,deposit,904
1783,234,2020-02-22,deposit,567
1784,234,2020-02-18,purchase,834
1785,234,2020-03-20,withdrawal,494
1786,234,2020-01-06,deposit,418
1787,234,2020-03-15,deposit,656
1788,234,2020-03-09,purchase,426
1789,234,2020-03-29,purchase,592
1790,234,2020-02-24,deposit,222
1791,234,2020-01-16,purchase,937
1792,420,2020-02-10,purchase,430
1793,420,2020-04-12,deposit,641
1794,420,2020-03-24,purchase,143
1795,420,2020-04-21,deposit,486
1796,420,2020-02-28,deposit,28
1797,420,2020-04-16,withdrawal,313
1798,420,2020-04-09,purchase,435
1799,420,2020-02-14,purchase,278
1800,420,2020-01-24,purchase,431
1801,420,2020-02-21,purchase,796
1802,420,2020-03-07,withdrawal,103
1803,420,2020-03-06,withdrawal,500
1804,420,2020-03-05,deposit,406
1805,420,2020-02-23,withdrawal,361
1806,430,2020-02-29,deposit,743
1807,430,2020-01-29,withdrawal,388
1808,430,2020-01-25,withdrawal,449
1809,430,2020-03-09,withdrawal,968
1810,430,2020-02-26,purchase,332
1811,430,2020-03-23,purchase,761
1812,330,2020-03-11,purchase,43
1813,330,2020-03-01,purchase,640
1814,330,2020-04-04,purchase,808
1815,330,2020-03-31,withdrawal,622
1816,330,2020-03-05,deposit,871
1817,330,2020-03-25,purchase,943
1818,330,2020-03-13,deposit,40
1819,330,2020-02-28,purchase,140
1820,330,2020-03-08,deposit,356
1821,330,2020-02-19,deposit,498
1822,330,2020-02-09,deposit,771
1823,330,2020-02-18,withdrawal,856
1824,330,2020-01-28,deposit,286
1825,330,2020-03-24,purchase,784
1826,162,2020-02-08,purchase,186
1827,162,2020-02-01,deposit,847
1828,394,2020-01-19,deposit,798
1829,394,2020-02-05,purchase,313
1830,394,2020-01-27,deposit,965
1831,394,2020-02-16,purchase,468
1832,394,2020-03-14,withdrawal,570
1833,394,2020-01-14,withdrawal,294
1834,394,2020-03-16,withdrawal,654
1835,394,2020-02-09,deposit,259
1836,394,2020-01-11,purchase,218
1837,394,2020-02-19,deposit,769
1838,394,2020-01-07,deposit,255
1839,394,2020-01-04,deposit,908
1840,394,2020-02-01,purchase,850
1841,394,2020-02-21,purchase,839
1842,394,2020-02-28,deposit,818
1843,217,2020-02-21,deposit,475
1844,217,2020-01-17,deposit,847
1845,217,2020-03-26,deposit,35
1846,217,2020-02-23,withdrawal,582
1847,217,2020-02-17,deposit,299
1848,217,2020-01-17,withdrawal,667
1849,217,2020-01-23,deposit,188
1850,217,2020-02-29,deposit,622
1851,217,2020-03-15,deposit,713
1852,217,2020-01-09,withdrawal,281
1853,217,2020-02-26,withdrawal,99
1854,217,2020-03-25,purchase,487
1855,217,2020-02-15,purchase,15
1856,217,2020-03-13,withdrawal,555
1857,217,2020-02-01,deposit,304
1858,217,2020-03-27,withdrawal,951
1859,217,2020-02-16,withdrawal,909
1860,217,2020-02-13,deposit,874
1861,217,2020-03-31,purchase,585
1862,5,2020-03-31,purchase,783
1863,5,2020-03-26,withdrawal,786
1864,5,2020-04-02,withdrawal,490
1865,5,2020-01-25,deposit,806
1866,5,2020-03-29,purchase,852
1867,5,2020-03-27,deposit,412
1868,5,2020-03-19,deposit,718
1869,5,2020-03-27,withdrawal,700
1870,5,2020-01-31,withdrawal,826
1871,5,2020-03-02,purchase,886
1872,382,2020-03-26,deposit,499
1873,382,2020-02-11,purchase,59
1874,382,2020-03-29,deposit,340
1875,382,2020-03-07,withdrawal,64
1876,382,2020-03-31,deposit,39
1877,382,2020-03-18,withdrawal,386
1878,382,2020-02-17,deposit,866
1879,382,2020-01-22,withdrawal,410
1880,382,2020-01-10,deposit,95
1881,382,2020-02-22,withdrawal,579
1882,382,2020-02-27,withdrawal,736
1883,382,2020-01-03,purchase,512
1884,382,2020-03-01,purchase,374
1885,137,2020-02-16,purchase,752
1886,137,2020-01-20,purchase,403
1887,137,2020-01-23,purchase,82
1888,327,2020-03-14,purchase,680
1889,327,2020-03-27,deposit,624
1890,327,2020-03-22,purchase,562
1891,327,2020-01-22,deposit,620
1892,327,2020-03-27,purchase,465
1893,412,2020-02-19,withdrawal,114
1894,412,2020-01-03,purchase,242
1895,412,2020-01-06,deposit,583
1896,257,2020-03-18,withdrawal,31
1897,257,2020-03-20,deposit,769
1898,257,2020-03-19,deposit,401
1899,257,2020-02-13,withdrawal,319
1900,257,2020-02-24,purchase,546
1901,257,2020-03-16,purchase,53
1902,257,2020-02-28,withdrawal,681
1903,257,2020-03-03,deposit,815
1904,257,2020-02-22,deposit,501
1905,257,2020-03-07,withdrawal,105
1906,257,2020-02-19,purchase,929
1907,257,2020-02-17,deposit,13
1908,257,2020-04-13,purchase,504
1909,257,2020-01-27,withdrawal,79
1910,257,2020-03-01,withdrawal,659
1911,257,2020-02-04,purchase,62
1912,416,2020-04-07,deposit,675
1913,416,2020-03-13,purchase,144
1914,416,2020-02-20,purchase,186
1915,416,2020-02-02,deposit,996
1916,416,2020-02-03,withdrawal,990
1917,416,2020-03-11,deposit,407
1918,416,2020-03-10,deposit,904
1919,416,2020-03-14,deposit,791
1920,416,2020-03-23,deposit,660
1921,416,2020-02-17,deposit,990
1922,416,2020-02-10,deposit,699
1923,416,2020-03-27,purchase,584
1924,416,2020-04-10,purchase,70
1925,416,2020-02-03,withdrawal,806
1926,416,2020-02-12,deposit,256
1927,416,2020-03-24,purchase,425
1928,416,2020-04-04,purchase,183
1929,416,2020-04-03,deposit,152
1930,320,2020-02-23,purchase,216
1931,320,2020-02-23,purchase,440
1932,320,2020-01-11,deposit,2
1933,320,2020-03-08,deposit,538
1934,320,2020-02-10,deposit,224
1935,320,2020-01-24,deposit,782
1936,320,2020-04-03,deposit,267
1937,320,2020-03-27,purchase,208
1938,320,2020-02-24,purchase,575
1939,320,2020-02-25,withdrawal,408
1940,320,2020-01-19,deposit,917
1941,320,2020-02-07,deposit,898
1942,320,2020-04-07,deposit,345
1943,109,2020-02-05,deposit,717
1944,109,2020-02-08,deposit,578
1945,109,2020-02-03,deposit,767
1946,348,2020-04-14,deposit,329
1947,348,2020-02-06,deposit,885
1948,348,2020-03-12,deposit,454
1949,348,2020-03-16,purchase,255
1950,348,2020-03-13,withdrawal,468
1951,348,2020-04-16,purchase,845
1952,348,2020-01-30,purchase,797
1953,348,2020-04-15,deposit,719
1954,375,2020-03-03,withdrawal,798
1955,375,2020-02-17,purchase,464
1956,375,2020-04-11,withdrawal,851
1957,375,2020-03-28,deposit,30
1958,375,2020-02-09,deposit,169
1959,375,2020-02-03,deposit,683
1960,375,2020-02-03,withdrawal,707
1961,344,2020-02-21,deposit,945
1962,344,2020-03-07,purchase,3
1963,344,2020-01-26,withdrawal,831
1964,344,2020-02-09,deposit,553
1965,344,2020-03-27,withdrawal,103
1966,344,2020-01-15,deposit,368
1967,344,2020-02-07,deposit,937
1968,344,2020-03-03,withdrawal,981
1969,344,2020-01-11,withdrawal,148
1970,344,2020-02-29,deposit,90
1971,344,2020-03-19,deposit,704
1972,344,2020-02-05,withdrawal,459
1973,344,2020-01-20,withdrawal,855
1974,344,2020-02-19,purchase,591
1975,344,2020-03-12,deposit,416
1976,344,2020-03-27,deposit,308
1977,344,2020-01-16,withdrawal,282
1978,344,2020-03-13,deposit,629
1979,344,2020-02-13,purchase,596
1980,344,2020-02-23,deposit,558
1981,261,2020-03-02,purchase,778
1982,261,2020-02-20,withdrawal,339
1983,261,2020-02-14,deposit,27
1984,261,2020-03-07,withdrawal,959
1985,261,2020-02-04,deposit,974
1986,261,2020-04-05,deposit,298
1987,166,2020-04-06,deposit,185
1988,166,2020-04-13,deposit,295
1989,166,2020-02-13,deposit,589
1990,166,2020-03-25,withdrawal,528
1991,166,2020-03-11,deposit,285
1992,367,2020-02-16,deposit,595
1993,367,2020-04-11,withdrawal,144
1994,367,2020-04-06,deposit,355
1995,367,2020-02-24,purchase,335
1996,367,2020-02-07,purchase,693
1997,367,2020-04-18,deposit,499
1998,367,2020-03-06,withdrawal,779
1999,367,2020-02-08,withdrawal,460
2000,367,2020-02-16,withdrawal,394
2001,367,2020-02-17,deposit,581
2002,367,2020-03-17,withdrawal,84
2003,367,2020-04-05,deposit,694
2004,367,2020-03-12,withdrawal,784
2005,367,2020-03-03,withdrawal,987
2006,352,2020-03-14,purchase,250
2007,352,2020-03-12,withdrawal,699
2008,352,2020-03-20,deposit,787
2009,352,2020-04-14,deposit,379
2010,352,2020-02-13,purchase,579
2011,352,2020-02-20,purchase,460
2012,352,2020-02-07,withdrawal,989
2013,352,2020-04-11,purchase,874
2014,108,2020-04-05,deposit,737
2015,108,2020-04-18,deposit,990
2016,108,2020-04-05,purchase,335
2017,108,2020-04-25,deposit,184
2018,108,2020-03-26,deposit,808
2019,108,2020-02-12,purchase,529
2020,108,2020-04-08,purchase,163
2021,108,2020-04-18,withdrawal,279
2022,108,2020-02-27,deposit,737
2023,481,2020-01-13,withdrawal,42
2024,481,2020-01-08,purchase,790
2025,481,2020-02-27,purchase,507
2026,481,2020-03-25,deposit,39
2027,481,2020-03-09,withdrawal,431
2028,481,2020-01-08,purchase,606
2029,481,2020-02-17,withdrawal,123
2030,481,2020-03-16,withdrawal,179
2031,481,2020-03-16,withdrawal,726
2032,481,2020-02-10,withdrawal,879
2033,481,2020-03-29,deposit,808
2034,331,2020-01-27,purchase,427
2035,331,2020-02-11,withdrawal,561
2036,331,2020-01-24,deposit,443
2037,331,2020-02-18,withdrawal,588
2038,331,2020-03-07,deposit,488
2039,331,2020-03-02,withdrawal,17
2040,331,2020-01-29,withdrawal,636
2041,331,2020-02-15,withdrawal,15
2042,331,2020-02-12,purchase,232
2043,331,2020-02-19,deposit,956
2044,331,2020-03-29,withdrawal,22
2045,331,2020-02-06,deposit,321
2046,331,2020-01-19,withdrawal,385
2047,331,2020-03-24,purchase,330
2048,331,2020-03-09,purchase,895
2049,133,2020-01-23,withdrawal,635
2050,133,2020-02-26,purchase,12
2051,293,2020-02-13,withdrawal,464
2052,293,2020-02-24,deposit,756
2053,293,2020-03-03,deposit,270
2054,293,2020-01-30,purchase,993
2055,293,2020-04-09,purchase,730
2056,293,2020-02-04,deposit,48
2057,293,2020-02-16,withdrawal,804
2058,293,2020-02-29,deposit,361
2059,293,2020-01-29,withdrawal,27
2060,293,2020-01-31,deposit,96
2061,293,2020-03-28,withdrawal,588
2062,293,2020-02-04,withdrawal,966
2063,172,2020-03-13,withdrawal,446
2064,172,2020-01-14,withdrawal,966
2065,172,2020-01-31,deposit,244
2066,172,2020-03-16,withdrawal,477
2067,172,2020-03-10,deposit,59
2068,215,2020-02-15,deposit,813
2069,215,2020-02-13,deposit,157
2070,215,2020-03-13,purchase,861
2071,215,2020-02-25,purchase,966
2072,215,2020-04-16,withdrawal,283
2073,215,2020-02-28,deposit,978
2074,215,2020-03-05,purchase,212
2075,215,2020-02-21,purchase,34
2076,218,2020-03-08,deposit,583
2077,218,2020-03-15,deposit,766
2078,218,2020-02-16,purchase,142
2079,218,2020-03-02,withdrawal,146
2080,218,2020-03-19,deposit,333
2081,218,2020-02-12,purchase,697
2082,218,2020-03-04,deposit,67
2083,218,2020-03-22,purchase,494
2084,218,2020-03-10,deposit,829
2085,218,2020-03-05,deposit,33
2086,218,2020-03-23,purchase,228
2087,218,2020-02-28,deposit,749
2088,218,2020-02-09,purchase,805
2089,218,2020-03-15,deposit,80
2090,218,2020-04-10,withdrawal,80
2091,218,2020-04-19,deposit,877
2092,218,2020-03-08,withdrawal,774
2093,218,2020-03-13,purchase,894
2094,218,2020-02-13,purchase,933
2095,218,2020-03-03,deposit,1000
2096,218,2020-04-04,deposit,835
2097,20,2020-03-10,deposit,257
2098,20,2020-02-24,withdrawal,342
2099,20,2020-02-13,deposit,40
2100,20,2020-02-15,withdrawal,156
2101,20,2020-01-28,withdrawal,403
2102,20,2020-02-06,deposit,512
2103,365,2020-02-27,withdrawal,296
2104,365,2020-03-30,purchase,106
2105,365,2020-01-28,withdrawal,251
2106,365,2020-03-12,withdrawal,750
2107,365,2020-02-21,deposit,715
2108,365,2020-04-08,deposit,469
2109,365,2020-04-23,purchase,925
2110,365,2020-01-26,withdrawal,412
2111,365,2020-02-25,purchase,462
2112,365,2020-03-25,purchase,152
2113,365,2020-04-15,withdrawal,229
2114,365,2020-02-04,deposit,355
2115,365,2020-03-21,deposit,689
2116,98,2020-03-01,withdrawal,179
2117,98,2020-04-13,deposit,453
2118,98,2020-03-07,deposit,193
2119,98,2020-02-25,withdrawal,108
2120,98,2020-03-28,deposit,252
2121,98,2020-04-02,deposit,683
2122,98,2020-03-11,withdrawal,648
2123,98,2020-02-29,withdrawal,227
2124,98,2020-04-01,withdrawal,291
2125,354,2020-03-17,purchase,664
2126,10,2020-03-03,purchase,983
2127,10,2020-02-04,withdrawal,830
2128,10,2020-01-18,purchase,437
2129,10,2020-03-26,purchase,146
2130,10,2020-04-10,purchase,974
2131,10,2020-04-06,deposit,307
2132,10,2020-02-08,purchase,214
2133,10,2020-01-26,deposit,518
2134,10,2020-02-05,deposit,925
2135,10,2020-04-04,withdrawal,328
2136,10,2020-03-04,withdrawal,282
2137,10,2020-04-09,withdrawal,492
2138,10,2020-01-24,withdrawal,746
2139,10,2020-04-09,purchase,850
2140,10,2020-01-15,purchase,775
2141,10,2020-02-13,deposit,399
2142,10,2020-01-18,withdrawal,738
2143,61,2020-03-18,deposit,322
2144,61,2020-03-27,purchase,552
2145,61,2020-03-31,deposit,857
2146,61,2020-02-29,withdrawal,66
2147,61,2020-01-29,withdrawal,14
2148,61,2020-02-19,deposit,332
2149,61,2020-03-17,deposit,897
2150,61,2020-04-15,deposit,318
2151,61,2020-01-29,deposit,82
2152,61,2020-03-26,withdrawal,773
2153,61,2020-03-24,withdrawal,989
2154,61,2020-04-04,purchase,845
2155,61,2020-01-22,purchase,752
2156,61,2020-03-17,withdrawal,509
2157,61,2020-02-09,withdrawal,689
2158,61,2020-03-26,withdrawal,497
2159,61,2020-02-06,deposit,6
2160,61,2020-03-23,purchase,309
2161,61,2020-03-31,purchase,480
2162,61,2020-01-24,deposit,587
2163,61,2020-02-02,deposit,518
2164,160,2020-02-11,withdrawal,845
2165,160,2020-03-01,purchase,459
2166,160,2020-03-23,deposit,767
2167,160,2020-02-04,deposit,734
2168,160,2020-02-11,withdrawal,982
2169,160,2020-02-26,deposit,986
2170,160,2020-03-28,withdrawal,920
2171,160,2020-02-23,withdrawal,632
2172,160,2020-04-11,deposit,75
2173,160,2020-04-15,deposit,320
2174,160,2020-02-21,deposit,421
2175,160,2020-02-13,deposit,18
2176,160,2020-04-04,purchase,633
2177,161,2020-02-29,deposit,636
2178,161,2020-01-21,withdrawal,50
2179,161,2020-02-20,purchase,553
2180,161,2020-01-08,withdrawal,914
2181,161,2020-03-30,withdrawal,243
2182,161,2020-01-25,withdrawal,177
2183,161,2020-03-11,deposit,342
2184,161,2020-03-02,deposit,832
2185,161,2020-01-09,purchase,160
2186,161,2020-02-23,deposit,380
2187,161,2020-01-29,purchase,279
2188,161,2020-03-21,purchase,735
2189,161,2020-02-12,purchase,743
2190,161,2020-03-16,purchase,379
2191,161,2020-03-15,deposit,177
2192,161,2020-01-15,withdrawal,67
2193,161,2020-03-27,withdrawal,722
2194,161,2020-03-31,deposit,869
2195,161,2020-02-11,deposit,440
2196,161,2020-03-31,deposit,529
2197,147,2020-01-15,withdrawal,167
2198,147,2020-02-08,deposit,888
2199,147,2020-02-25,deposit,210
2200,301,2020-02-11,withdrawal,745
2201,301,2020-02-13,deposit,723
2202,301,2020-03-21,purchase,950
2203,301,2020-03-16,purchase,26
2204,301,2020-01-24,withdrawal,726
2205,301,2020-03-01,purchase,470
2206,301,2020-02-18,deposit,634
2207,301,2020-01-21,deposit,613
2208,301,2020-03-17,deposit,868
2209,301,2020-02-28,purchase,241
2210,301,2020-02-06,purchase,990
2211,301,2020-03-23,deposit,14
2212,301,2020-01-29,purchase,825
2213,301,2020-03-28,purchase,419
2214,301,2020-03-18,purchase,153
2215,301,2020-03-15,deposit,67
2216,301,2020-02-28,purchase,452
2217,301,2020-04-18,deposit,107
2218,301,2020-03-13,deposit,152
2219,301,2020-03-18,withdrawal,561
2220,301,2020-03-27,purchase,181
2221,14,2020-04-05,withdrawal,588
2222,14,2020-02-22,deposit,616
2223,14,2020-04-05,deposit,756
2224,288,2020-01-13,deposit,758
2225,288,2020-02-29,purchase,709
2226,288,2020-03-26,deposit,352
2227,288,2020-02-02,purchase,346
2228,288,2020-01-20,deposit,5
2229,288,2020-02-22,purchase,677
2230,288,2020-02-14,deposit,87
2231,288,2020-01-19,purchase,571
2232,219,2020-01-06,purchase,274
2233,219,2020-01-10,deposit,20
2234,219,2020-03-01,deposit,1000
2235,219,2020-02-27,withdrawal,256
2236,219,2020-03-21,deposit,502
2237,219,2020-02-24,withdrawal,282
2238,219,2020-02-15,purchase,428
2239,219,2020-03-22,deposit,489
2240,219,2020-02-13,purchase,142
2241,219,2020-02-28,deposit,614
2242,219,2020-02-26,deposit,93
2243,219,2020-03-29,deposit,253
2244,219,2020-02-17,withdrawal,609
2245,219,2020-03-24,purchase,291
2246,219,2020-04-03,purchase,802
2247,308,2020-03-27,deposit,727
2248,308,2020-04-01,purchase,358
2249,308,2020-03-24,deposit,389
2250,308,2020-03-04,purchase,249
2251,308,2020-04-01,deposit,619
2252,308,2020-03-25,deposit,183
