,_month,_year,month_year,interest_id,composition,index_value,ranking,percentile_ranking
3335,11,2018,11-2018,6211,3.46,1.7,193,79.2
3336,11,2018,11-2018,37,3.29,1.7,193,79.2
3337,11,2018,11-2018,39657,2.84,1.7,193,79.2
3338,11,2018,11-2018,6301,4.27,1.7,193,79.2
3339,11,2018,11-2018,33191,2.93,1.7,193,79.2
3340,11,2018,11-2018,6106,2.39,1.7,193,79.2
3341,11,2018,11-2018,161,3.27,1.7,193,79.2
3342,11,2018,11-2018,5913,3.79,1.69,201,78.34
3343,11,2018,11-2018,6217,6,1.69,201,78.34
3344,11,2018,11-2018,22096,3.52,1.69,201,78.34
3345,11,2018,11-2018,6095,4.05,1.69,201,78.34
3346,11,2018,11-2018,37413,2.98,1.69,201,78.34
3347,11,2018,11-2018,39196,2.89,1.69,201,78.34
3348,11,2018,11-2018,69,2.65,1.69,201,78.34
3349,11,2018,11-2018,6143,2.84,1.68,208,77.59
3350,11,2018,11-2018,141,8.49,1.68,208,77.59
3351,11,2018,11-2018,5956,3.43,1.68,208,77.59
3352,11,2018,11-2018,10835,4.75,1.68,208,77.59
3353,11,2018,11-2018,6319,4.2,1.68,208,77.59
3354,11,2018,11-2018,55,6.23,1.68,208,77.59
3355,11,2018,11-2018,6235,2.96,1.67,214,76.94
3356,11,2018,11-2018,138,3.23,1.67,214,76.94
3357,11,2018,11-2018,6308,7.43,1.67,214,76.94
3358,11,2018,11-2018,48,4.28,1.67,214,76.94
3359,11,2018,11-2018,20751,3.72,1.66,218,76.51
3360,11,2018,11-2018,37420,3.45,1.66,218,76.51
3361,11,2018,11-2018,34462,2.44,1.66,218,76.51
3362,11,2018,11-2018,6210,3.64,1.66,218,76.51
3363,11,2018,11-2018,38355,2.9,1.65,222,76.08
3364,11,2018,11-2018,5917,3.9,1.65,222,76.08
3365,11,2018,11-2018,6133,2.33,1.65,222,76.08
3366,11,2018,11-2018,39646,2.42,1.64,225,75.75
3367,11,2018,11-2018,4907,2.77,1.64,225,75.75
3368,11,2018,11-2018,10837,3.74,1.64,225,75.75
3369,11,2018,11-2018,5901,3.51,1.64,225,75.75
3370,11,2018,11-2018,22423,3.75,1.64,225,75.75
3371,11,2018,11-2018,37419,3.14,1.64,225,75.75
3372,11,2018,11-2018,35905,3.79,1.63,231,75.11
3373,11,2018,11-2018,6214,5.21,1.63,231,75.11
3374,11,2018,11-2018,6277,4.25,1.63,231,75.11
3375,11,2018,11-2018,5910,3.44,1.63,231,75.11
3376,11,2018,11-2018,17314,3.06,1.63,231,75.11
3377,11,2018,11-2018,22428,3.86,1.63,231,75.11
3378,11,2018,11-2018,6159,3.52,1.63,231,75.11
3379,11,2018,11-2018,18350,3.65,1.63,231,75.11
3380,11,2018,11-2018,5907,3.76,1.63,231,75.11
3381,11,2018,11-2018,36873,3.51,1.63,231,75.11
3382,11,2018,11-2018,40190,3.02,1.62,241,74.03
3383,11,2018,11-2018,33959,2.4,1.62,241,74.03
3384,11,2018,11-2018,36860,3.93,1.62,241,74.03
3385,11,2018,11-2018,6315,2.82,1.62,241,74.03
3386,11,2018,11-2018,39642,2.37,1.62,241,74.03
3387,11,2018,11-2018,75,3.39,1.62,241,74.03
3388,11,2018,11-2018,19590,3.58,1.62,241,74.03
3389,11,2018,11-2018,39649,2.66,1.62,241,74.03
3390,11,2018,11-2018,33474,3.05,1.62,241,74.03
3391,11,2018,11-2018,95,4.05,1.62,241,74.03
3392,11,2018,11-2018,73,3.19,1.62,241,74.03
3393,11,2018,11-2018,4857,3.7,1.61,252,72.84
3394,11,2018,11-2018,6177,2.87,1.61,252,72.84
3395,11,2018,11-2018,37410,2.75,1.61,252,72.84
3396,11,2018,11-2018,6393,2.57,1.61,252,72.84
3397,11,2018,11-2018,17,2.24,1.6,256,72.41
3398,11,2018,11-2018,35169,3.89,1.6,256,72.41
3399,11,2018,11-2018,37414,3.42,1.6,256,72.41
3400,11,2018,11-2018,5916,4.07,1.6,256,72.41
3401,11,2018,11-2018,36882,3.15,1.59,260,71.98
3402,11,2018,11-2018,5911,6.88,1.59,260,71.98
3403,11,2018,11-2018,19422,5.33,1.59,260,71.98
3404,11,2018,11-2018,18202,7.28,1.59,260,71.98
3405,11,2018,11-2018,162,2.75,1.59,260,71.98
3406,11,2018,11-2018,10351,4.89,1.59,260,71.98
3407,11,2018,11-2018,6062,3.48,1.59,260,71.98
3408,11,2018,11-2018,6088,3.33,1.59,260,71.98
3409,11,2018,11-2018,80,2.97,1.59,260,71.98
3410,11,2018,11-2018,6148,3.6,1.59,260,71.98
3411,11,2018,11-2018,40697,2.78,1.58,270,70.91
3412,11,2018,11-2018,6128,2.41,1.58,270,70.91
3413,11,2018,11-2018,19,2.52,1.58,270,70.91
3414,11,2018,11-2018,34467,3.67,1.58,270,70.91
3415,11,2018,11-2018,103,2.24,1.58,270,70.91
3416,11,2018,11-2018,39198,3.26,1.58,270,70.91
3417,11,2018,11-2018,34,9.34,1.57,276,70.26
3418,11,2018,11-2018,34464,2.33,1.57,276,70.26
3419,11,2018,11-2018,6207,4.26,1.57,276,70.26
3420,11,2018,11-2018,128,2.95,1.57,276,70.26
3421,11,2018,11-2018,6386,3,1.57,276,70.26
3422,11,2018,11-2018,17540,7.01,1.57,276,70.26
3423,11,2018,11-2018,4908,2.81,1.57,276,70.26
3424,11,2018,11-2018,22095,2.93,1.56,283,69.5
3425,11,2018,11-2018,153,3.66,1.56,283,69.5
3426,11,2018,11-2018,12027,4.44,1.56,283,69.5
3427,11,2018,11-2018,56,2.75,1.56,283,69.5
3428,11,2018,11-2018,39656,2.86,1.56,283,69.5
3429,11,2018,11-2018,4916,3.17,1.56,283,69.5
3430,11,2018,11-2018,34459,2.93,1.56,283,69.5
3431,11,2018,11-2018,6266,3.85,1.56,283,69.5
3432,11,2018,11-2018,4870,2.79,1.56,283,69.5
3433,11,2018,11-2018,10981,9.85,1.56,283,69.5
3434,11,2018,11-2018,16196,3.84,1.56,283,69.5
3435,11,2018,11-2018,40437,2.74,1.56,283,69.5
3436,11,2018,11-2018,5898,3.82,1.56,283,69.5
3437,11,2018,11-2018,6045,3.56,1.56,283,69.5
3438,11,2018,11-2018,18622,3.87,1.56,283,69.5
3439,11,2018,11-2018,38353,3.04,1.55,298,67.89
3440,11,2018,11-2018,7536,2.96,1.55,298,67.89
3441,11,2018,11-2018,16119,4.11,1.55,298,67.89
3442,11,2018,11-2018,39190,2.54,1.55,298,67.89
3443,11,2018,11-2018,10973,4.07,1.55,298,67.89
3444,11,2018,11-2018,38991,2.7,1.55,298,67.89
3445,11,2018,11-2018,5921,3.56,1.55,298,67.89
3446,11,2018,11-2018,10988,4.36,1.55,298,67.89
3447,11,2018,11-2018,6234,2.9,1.55,298,67.89
3448,11,2018,11-2018,19338,4.06,1.55,298,67.89
3449,11,2018,11-2018,19625,3.19,1.54,308,66.81
3450,11,2018,11-2018,6111,5.12,1.54,308,66.81
3451,11,2018,11-2018,7425,7.74,1.54,308,66.81
3452,11,2018,11-2018,34463,2.12,1.54,308,66.81
3453,11,2018,11-2018,40192,3.04,1.54,308,66.81
3454,11,2018,11-2018,32705,4.1,1.54,308,66.81
3455,11,2018,11-2018,18782,3.93,1.54,308,66.81
3456,11,2018,11-2018,21237,8.22,1.54,308,66.81
3457,11,2018,11-2018,6151,2.33,1.54,308,66.81
3458,11,2018,11-2018,71,2.76,1.54,308,66.81
3459,11,2018,11-2018,35906,3.27,1.53,318,65.73
3460,11,2018,11-2018,23778,3.67,1.53,318,65.73
3461,11,2018,11-2018,12490,3.66,1.53,318,65.73
3462,11,2018,11-2018,34077,3.41,1.53,318,65.73
3463,11,2018,11-2018,7453,2.46,1.53,318,65.73
3464,11,2018,11-2018,6215,2.97,1.52,323,65.19
3465,11,2018,11-2018,18,2.48,1.52,323,65.19
3466,11,2018,11-2018,6314,2.68,1.52,323,65.19
3467,11,2018,11-2018,6302,4.03,1.52,323,65.19
3468,11,2018,11-2018,125,5.03,1.52,323,65.19
3469,11,2018,11-2018,34465,2.2,1.52,323,65.19
3470,11,2018,11-2018,59,2.7,1.52,323,65.19
3471,11,2018,11-2018,5,3.67,1.52,323,65.19
3472,11,2018,11-2018,34909,4.45,1.52,323,65.19
3473,11,2018,11-2018,7454,3.39,1.52,323,65.19
3474,11,2018,11-2018,36883,3.1,1.51,333,64.12
3475,11,2018,11-2018,19297,3.5,1.51,333,64.12
3476,11,2018,11-2018,19600,3.51,1.51,333,64.12
3477,11,2018,11-2018,14901,2.57,1.51,333,64.12
3478,11,2018,11-2018,6321,3.46,1.51,333,64.12
3479,11,2018,11-2018,18490,3.29,1.51,333,64.12
3480,11,2018,11-2018,6077,2.91,1.51,333,64.12
3481,11,2018,11-2018,12026,3.8,1.51,333,64.12
3482,11,2018,11-2018,20767,3.74,1.51,333,64.12
3483,11,2018,11-2018,19578,2.4,1.51,333,64.12
3484,11,2018,11-2018,6336,3.74,1.51,333,64.12
3485,11,2018,11-2018,37165,2.52,1.51,333,64.12
3486,11,2018,11-2018,6335,3.21,1.5,345,62.82
3487,11,2018,11-2018,107,5.23,1.5,345,62.82
3488,11,2018,11-2018,17669,3.78,1.5,345,62.82
3489,11,2018,11-2018,19623,6.3,1.5,345,62.82
3490,11,2018,11-2018,99,3.57,1.5,345,62.82
3491,11,2018,11-2018,5933,3.63,1.5,345,62.82
3492,11,2018,11-2018,40525,3.33,1.5,345,62.82
3493,11,2018,11-2018,10979,3.57,1.5,345,62.82
3494,11,2018,11-2018,4859,3.65,1.5,345,62.82
3495,11,2018,11-2018,34651,2.06,1.49,354,61.85
3496,11,2018,11-2018,39685,2.87,1.49,354,61.85
3497,11,2018,11-2018,6084,2.54,1.49,354,61.85
3498,11,2018,11-2018,6391,3.03,1.49,354,61.85
3499,11,2018,11-2018,38351,3.05,1.49,354,61.85
3500,11,2018,11-2018,5967,2.92,1.49,354,61.85
3501,11,2018,11-2018,19294,3.37,1.49,354,61.85
3502,11,2018,11-2018,6127,2.51,1.49,354,61.85
3503,11,2018,11-2018,5952,2.81,1.48,362,60.99
3504,11,2018,11-2018,6168,3.72,1.48,362,60.99
3505,11,2018,11-2018,4928,3.21,1.48,362,60.99
3506,11,2018,11-2018,38354,2.75,1.48,362,60.99
3507,11,2018,11-2018,18621,2.99,1.48,362,60.99
3508,11,2018,11-2018,7605,2.73,1.48,362,60.99
3509,11,2018,11-2018,20755,3.28,1.48,362,60.99
3510,11,2018,11-2018,40691,2.58,1.48,362,60.99
3511,11,2018,11-2018,40191,3.21,1.48,362,60.99
3512,11,2018,11-2018,149,2.35,1.48,362,60.99
3513,11,2018,11-2018,126,5.43,1.48,362,60.99
3514,11,2018,11-2018,40690,2.17,1.48,362,60.99
3515,11,2018,11-2018,19592,3.22,1.48,362,60.99
3516,11,2018,11-2018,39640,2.41,1.48,362,60.99
3517,11,2018,11-2018,24,2.45,1.48,362,60.99
3518,11,2018,11-2018,10972,4,1.48,362,60.99
3519,11,2018,11-2018,33967,2.28,1.48,362,60.99
3520,11,2018,11-2018,40698,2.1,1.48,362,60.99
3521,11,2018,11-2018,45,3.17,1.48,362,60.99
3522,11,2018,11-2018,86,2.24,1.47,381,58.94
3523,11,2018,11-2018,40688,2.2,1.47,381,58.94
3524,11,2018,11-2018,12,2.99,1.47,381,58.94
3525,11,2018,11-2018,36874,3.02,1.47,381,58.94
3526,11,2018,11-2018,37166,2.46,1.47,381,58.94
3527,11,2018,11-2018,28,6.51,1.47,381,58.94
3528,11,2018,11-2018,40436,3.02,1.47,381,58.94
3529,11,2018,11-2018,6322,4.07,1.47,381,58.94
3530,11,2018,11-2018,33960,2.31,1.47,381,58.94
3531,11,2018,11-2018,36872,2.92,1.47,381,58.94
3532,11,2018,11-2018,143,2.92,1.47,381,58.94
3533,11,2018,11-2018,34082,2.69,1.47,381,58.94
3534,11,2018,11-2018,4903,2.95,1.47,381,58.94
3535,11,2018,11-2018,6067,2.86,1.46,394,57.54
3536,11,2018,11-2018,20766,3.22,1.46,394,57.54
3537,11,2018,11-2018,132,2.67,1.46,394,57.54
3538,11,2018,11-2018,93,2.56,1.46,394,57.54
3539,11,2018,11-2018,4915,2.69,1.46,394,57.54
3540,11,2018,11-2018,70,2.79,1.46,394,57.54
3541,11,2018,11-2018,13497,8.1,1.45,400,56.9
3542,11,2018,11-2018,109,3.14,1.45,400,56.9
3543,11,2018,11-2018,21293,3.49,1.45,400,56.9
3544,11,2018,11-2018,10975,3.35,1.45,400,56.9
3545,11,2018,11-2018,129,2.87,1.45,400,56.9
3546,11,2018,11-2018,18924,3.63,1.45,400,56.9
3547,11,2018,11-2018,18997,3.54,1.45,400,56.9
3548,11,2018,11-2018,4910,2.02,1.45,400,56.9
3549,11,2018,11-2018,27,2.71,1.45,400,56.9
3550,11,2018,11-2018,39643,2.02,1.44,409,55.93
3551,11,2018,11-2018,38360,2.82,1.44,409,55.93
3552,11,2018,11-2018,32701,3.75,1.44,409,55.93
3553,11,2018,11-2018,22411,3.66,1.44,409,55.93
3554,11,2018,11-2018,6237,6.66,1.44,409,55.93
3555,11,2018,11-2018,6112,3.77,1.44,409,55.93
3556,11,2018,11-2018,145,2.99,1.44,409,55.93
3557,11,2018,11-2018,102,4.16,1.44,409,55.93
3558,11,2018,11-2018,34574,2.79,1.44,409,55.93
3559,11,2018,11-2018,6208,5.74,1.44,409,55.93
3560,11,2018,11-2018,19617,6.64,1.44,409,55.93
3561,11,2018,11-2018,40438,2.58,1.44,409,55.93
3562,11,2018,11-2018,6006,2.16,1.44,409,55.93
3563,11,2018,11-2018,18646,2.73,1.44,409,55.93
3564,11,2018,11-2018,19610,2.93,1.43,423,54.42
3565,11,2018,11-2018,5918,3.05,1.43,423,54.42
3566,11,2018,11-2018,4940,2.31,1.43,423,54.42
3567,11,2018,11-2018,18351,1.89,1.43,423,54.42
3568,11,2018,11-2018,4867,5.39,1.43,423,54.42
3569,11,2018,11-2018,36876,2.66,1.43,423,54.42
3570,11,2018,11-2018,14895,2.92,1.43,423,54.42
3571,11,2018,11-2018,6227,4.46,1.43,423,54.42
3572,11,2018,11-2018,40434,2.94,1.43,423,54.42
3573,11,2018,11-2018,38352,2.6,1.43,423,54.42
3574,11,2018,11-2018,20768,2.22,1.43,423,54.42
3575,11,2018,11-2018,6257,3.69,1.43,423,54.42
3576,11,2018,11-2018,124,6.54,1.43,423,54.42
3577,11,2018,11-2018,4913,5.09,1.43,423,54.42
3578,11,2018,11-2018,108,2.98,1.43,423,54.42
3579,11,2018,11-2018,6390,3,1.43,423,54.42
3580,11,2018,11-2018,4869,2.04,1.42,439,52.69
3581,11,2018,11-2018,168,2.31,1.42,439,52.69
3582,11,2018,11-2018,6317,3.51,1.42,439,52.69
3583,11,2018,11-2018,6209,2.96,1.42,439,52.69
3584,11,2018,11-2018,6182,2.74,1.42,439,52.69
3585,11,2018,11-2018,22093,3.15,1.42,439,52.69
3586,11,2018,11-2018,40700,1.94,1.42,439,52.69
3587,11,2018,11-2018,10009,7.13,1.42,439,52.69
3588,11,2018,11-2018,6160,2.76,1.42,439,52.69
3589,11,2018,11-2018,33962,2.1,1.42,439,52.69
3590,11,2018,11-2018,38357,3,1.42,439,52.69
3591,11,2018,11-2018,97,2.32,1.42,439,52.69
3592,11,2018,11-2018,20,2.82,1.42,439,52.69
3593,11,2018,11-2018,6318,2.84,1.41,452,51.29
3594,11,2018,11-2018,12132,3.13,1.41,452,51.29
3595,11,2018,11-2018,19624,2.83,1.41,452,51.29
3596,11,2018,11-2018,6229,3.21,1.41,452,51.29
3597,11,2018,11-2018,18647,2.35,1.41,452,51.29
3598,11,2018,11-2018,10326,4.54,1.41,452,51.29
3599,11,2018,11-2018,7546,3.24,1.41,452,51.29
3600,11,2018,11-2018,19758,1.99,1.41,452,51.29
3601,11,2018,11-2018,34468,3.34,1.41,452,51.29
3602,11,2018,11-2018,22417,3.99,1.41,452,51.29
3603,11,2018,11-2018,4894,5.69,1.41,452,51.29
3604,11,2018,11-2018,39648,2.17,1.4,463,50.11
3605,11,2018,11-2018,37879,2.97,1.4,463,50.11
3606,11,2018,11-2018,39192,2.01,1.4,463,50.11
3607,11,2018,11-2018,117,2.43,1.4,463,50.11
3608,11,2018,11-2018,7540,6.93,1.4,463,50.11
3609,11,2018,11-2018,10833,4.44,1.39,468,49.57
3610,11,2018,11-2018,19629,2.68,1.39,468,49.57
3611,11,2018,11-2018,40435,3.19,1.39,468,49.57
3612,11,2018,11-2018,87,2.55,1.39,468,49.57
3613,11,2018,11-2018,165,1.77,1.39,468,49.57
3614,11,2018,11-2018,41,3.35,1.39,468,49.57
3615,11,2018,11-2018,15,2.04,1.39,468,49.57
3616,11,2018,11-2018,4930,2.56,1.39,468,49.57
3617,11,2018,11-2018,10836,3.49,1.39,468,49.57
3618,11,2018,11-2018,5922,2.91,1.39,468,49.57
3619,11,2018,11-2018,5934,2.83,1.39,468,49.57
3620,11,2018,11-2018,6076,2.5,1.39,468,49.57
3621,11,2018,11-2018,54,2.58,1.39,468,49.57
3622,11,2018,11-2018,7461,5.8,1.39,468,49.57
3623,11,2018,11-2018,6089,1.87,1.38,482,48.06
3624,11,2018,11-2018,6367,3.15,1.38,482,48.06
3625,11,2018,11-2018,130,2.83,1.38,482,48.06
3626,11,2018,11-2018,37524,3,1.38,482,48.06
3627,11,2018,11-2018,4933,2.72,1.38,482,48.06
3628,11,2018,11-2018,43,3.11,1.38,482,48.06
3629,11,2018,11-2018,36863,2.66,1.38,482,48.06
3630,11,2018,11-2018,18998,2.88,1.38,482,48.06
3631,11,2018,11-2018,6341,2.17,1.38,482,48.06
3632,11,2018,11-2018,21239,2.42,1.37,491,47.09
3633,11,2018,11-2018,29,2.9,1.37,491,47.09
3634,11,2018,11-2018,6122,3.05,1.37,491,47.09
3635,11,2018,11-2018,36869,2.58,1.37,491,47.09
3636,11,2018,11-2018,5936,2.85,1.37,491,47.09
3637,11,2018,11-2018,4898,6.43,1.37,491,47.09
3638,11,2018,11-2018,5962,2.76,1.37,491,47.09
3639,11,2018,11-2018,6320,3.08,1.37,491,47.09
3640,11,2018,11-2018,38363,3.07,1.37,491,47.09
3641,11,2018,11-2018,6064,2.83,1.36,500,46.12
3642,11,2018,11-2018,6253,3.09,1.36,500,46.12
3643,11,2018,11-2018,6230,3.25,1.36,500,46.12
3644,11,2018,11-2018,21,5.16,1.36,500,46.12
3645,11,2018,11-2018,4905,4.62,1.36,500,46.12
3646,11,2018,11-2018,6333,2.9,1.36,500,46.12
3647,11,2018,11-2018,6216,2.33,1.36,500,46.12
3648,11,2018,11-2018,34466,2.19,1.36,500,46.12
3649,11,2018,11-2018,18783,9.04,1.36,500,46.12
3650,11,2018,11-2018,6324,7.05,1.36,500,46.12
3651,11,2018,11-2018,25,2.98,1.35,510,45.04
3652,11,2018,11-2018,34083,2.02,1.35,510,45.04
3653,11,2018,11-2018,38366,2.66,1.35,510,45.04
3654,11,2018,11-2018,6172,4.69,1.35,510,45.04
3655,11,2018,11-2018,6330,2.03,1.35,510,45.04
3656,11,2018,11-2018,22,2.52,1.35,510,45.04
3657,11,2018,11-2018,38283,2.83,1.35,510,45.04
3658,11,2018,11-2018,14800,2.55,1.35,510,45.04
3659,11,2018,11-2018,39644,2.1,1.35,510,45.04
3660,11,2018,11-2018,39768,2.55,1.34,519,44.07
3661,11,2018,11-2018,19627,2.33,1.34,519,44.07
3662,11,2018,11-2018,40187,2.45,1.34,519,44.07
3663,11,2018,11-2018,34461,2.63,1.34,519,44.07
3664,11,2018,11-2018,6316,2.08,1.34,519,44.07
3665,11,2018,11-2018,40193,2.43,1.34,519,44.07
3666,11,2018,11-2018,4866,2.77,1.34,519,44.07
3667,11,2018,11-2018,4937,2.89,1.34,519,44.07
3668,11,2018,11-2018,7529,3.06,1.34,519,44.07
3669,11,2018,11-2018,4895,4.06,1.34,519,44.07
3670,11,2018,11-2018,22400,3.05,1.34,519,44.07
3671,11,2018,11-2018,19609,2.74,1.34,519,44.07
3672,11,2018,11-2018,5961,3.46,1.33,531,42.78
3673,11,2018,11-2018,36864,2.64,1.33,531,42.78
3674,11,2018,11-2018,5909,5.61,1.33,531,42.78
3675,11,2018,11-2018,40195,3.06,1.33,531,42.78
3676,11,2018,11-2018,12820,5.39,1.33,531,42.78
3677,11,2018,11-2018,34078,3.1,1.33,531,42.78
3678,11,2018,11-2018,5951,5.07,1.33,531,42.78
3679,11,2018,11-2018,19757,6.6,1.33,531,42.78
3680,11,2018,11-2018,19579,2.29,1.33,531,42.78
3681,11,2018,11-2018,37409,2.51,1.33,531,42.78
3682,11,2018,11-2018,6331,2.37,1.33,531,42.78
3683,11,2018,11-2018,33961,1.75,1.33,531,42.78
3684,11,2018,11-2018,38359,3.16,1.33,531,42.78
3685,11,2018,11-2018,34647,1.77,1.33,531,42.78
3686,11,2018,11-2018,36870,2.62,1.32,545,41.27
3687,11,2018,11-2018,67,5.19,1.32,545,41.27
3688,11,2018,11-2018,10364,2.26,1.32,545,41.27
3689,11,2018,11-2018,6344,2.06,1.32,545,41.27
3690,11,2018,11-2018,92,2.41,1.32,545,41.27
3691,11,2018,11-2018,62,2.58,1.32,545,41.27
3692,11,2018,11-2018,18784,6.41,1.32,545,41.27
3693,11,2018,11-2018,40189,2.77,1.32,545,41.27
3694,11,2018,11-2018,37876,2.2,1.32,545,41.27
3695,11,2018,11-2018,20814,4.83,1.32,545,41.27
3696,11,2018,11-2018,22421,2.93,1.32,545,41.27
3697,11,2018,11-2018,6325,3.59,1.32,545,41.27
3698,11,2018,11-2018,15879,6.76,1.32,545,41.27
3699,11,2018,11-2018,19630,2.79,1.32,545,41.27
3700,11,2018,11-2018,17452,3.27,1.32,545,41.27
3701,11,2018,11-2018,39650,2.02,1.31,560,39.66
3702,11,2018,11-2018,6303,6.02,1.31,560,39.66
3703,11,2018,11-2018,5925,6.03,1.31,560,39.66
3704,11,2018,11-2018,39189,2.2,1.31,560,39.66
3705,11,2018,11-2018,4873,4.28,1.31,560,39.66
3706,11,2018,11-2018,21243,2.98,1.31,560,39.66
3707,11,2018,11-2018,36880,3.07,1.31,560,39.66
3708,11,2018,11-2018,85,2.41,1.31,560,39.66
3709,11,2018,11-2018,119,2.78,1.3,568,38.79
3710,11,2018,11-2018,6189,2.49,1.3,568,38.79
3711,11,2018,11-2018,22091,3.82,1.3,568,38.79
3712,11,2018,11-2018,17271,2.4,1.3,568,38.79
3713,11,2018,11-2018,12032,2.85,1.3,568,38.79
3714,11,2018,11-2018,39547,2,1.3,568,38.79
3715,11,2018,11-2018,36877,2.97,1.3,568,38.79
3716,11,2018,11-2018,22420,4.84,1.3,568,38.79
3717,11,2018,11-2018,6228,2.68,1.3,568,38.79
3718,11,2018,11-2018,19619,2.71,1.3,568,38.79
3719,11,2018,11-2018,6162,2.36,1.3,568,38.79
3720,11,2018,11-2018,7545,3.17,1.3,568,38.79
3721,11,2018,11-2018,39770,2.72,1.29,580,37.5
3722,11,2018,11-2018,20817,1.7,1.29,580,37.5
3723,11,2018,11-2018,32485,3.05,1.29,580,37.5
3724,11,2018,11-2018,7483,2.89,1.29,580,37.5
3725,11,2018,11-2018,39651,1.95,1.29,580,37.5
3726,11,2018,11-2018,5972,4.89,1.29,580,37.5
3727,11,2018,11-2018,34643,1.78,1.29,580,37.5
3728,11,2018,11-2018,6265,2.96,1.29,580,37.5
3729,11,2018,11-2018,40188,2.3,1.29,580,37.5
3730,11,2018,11-2018,19593,4.94,1.29,580,37.5
3731,11,2018,11-2018,34640,1.75,1.28,590,36.42
3732,11,2018,11-2018,17672,2.48,1.28,590,36.42
3733,11,2018,11-2018,7542,3.38,1.28,590,36.42
3734,11,2018,11-2018,36878,3.07,1.28,590,36.42
3735,11,2018,11-2018,6337,5.45,1.28,590,36.42
3736,11,2018,11-2018,7685,6.72,1.28,590,36.42
3737,11,2018,11-2018,39462,3.04,1.28,590,36.42
3738,11,2018,11-2018,18781,2.85,1.28,590,36.42
3739,11,2018,11-2018,78,2.16,1.28,590,36.42
3740,11,2018,11-2018,6267,3.05,1.28,590,36.42
3741,11,2018,11-2018,21241,3.34,1.28,590,36.42
3742,11,2018,11-2018,11065,2.88,1.28,590,36.42
3743,11,2018,11-2018,104,1.83,1.27,602,35.13
3744,11,2018,11-2018,6141,4.45,1.27,602,35.13
3745,11,2018,11-2018,19519,5.95,1.27,602,35.13
3746,11,2018,11-2018,39653,1.94,1.27,602,35.13
3747,11,2018,11-2018,4935,3.04,1.27,602,35.13
3748,11,2018,11-2018,65,2.76,1.27,602,35.13
3749,11,2018,11-2018,33963,1.7,1.27,602,35.13
3750,11,2018,11-2018,34086,1.99,1.27,602,35.13
3751,11,2018,11-2018,34635,1.83,1.27,602,35.13
3752,11,2018,11-2018,37887,2.69,1.26,611,34.16
3753,11,2018,11-2018,7,2.37,1.26,611,34.16
3754,11,2018,11-2018,8,2.27,1.26,611,34.16
3755,11,2018,11-2018,18352,3.24,1.26,611,34.16
3756,11,2018,11-2018,34641,1.77,1.26,611,34.16
3757,11,2018,11-2018,6300,3.28,1.26,611,34.16
3758,11,2018,11-2018,7541,8.43,1.26,611,34.16
3759,11,2018,11-2018,146,2.36,1.26,611,34.16
3760,11,2018,11-2018,6174,2.46,1.26,611,34.16
3761,11,2018,11-2018,38361,2.83,1.26,611,34.16
3762,11,2018,11-2018,39652,2.21,1.26,611,34.16
3763,11,2018,11-2018,4858,2.71,1.26,611,34.16
3764,11,2018,11-2018,6156,2.35,1.26,611,34.16
3765,11,2018,11-2018,5946,1.89,1.25,624,32.76
3766,11,2018,11-2018,6024,2.29,1.25,624,32.76
3767,11,2018,11-2018,39194,2.25,1.25,624,32.76
3768,11,2018,11-2018,170,2.62,1.25,624,32.76
3769,11,2018,11-2018,37422,2.31,1.25,624,32.76
3770,11,2018,11-2018,21236,6.37,1.25,624,32.76
3771,11,2018,11-2018,34639,1.75,1.25,624,32.76
3772,11,2018,11-2018,6345,3,1.25,624,32.76
3773,11,2018,11-2018,39645,2.14,1.25,624,32.76
3774,11,2018,11-2018,35742,2.54,1.25,624,32.76
3775,11,2018,11-2018,6149,2.65,1.25,624,32.76
3776,11,2018,11-2018,6366,2.65,1.25,624,32.76
3777,11,2018,11-2018,38368,4.7,1.25,624,32.76
3778,11,2018,11-2018,39658,2.25,1.25,624,32.76
3779,11,2018,11-2018,37257,2.42,1.25,624,32.76
3780,11,2018,11-2018,39195,1.98,1.25,624,32.76
3781,11,2018,11-2018,13496,2.58,1.25,624,32.76
3782,11,2018,11-2018,19296,2.78,1.25,624,32.76
3783,11,2018,11-2018,4906,2.09,1.25,624,32.76
3784,11,2018,11-2018,34637,2.41,1.25,624,32.76
3785,11,2018,11-2018,39336,1.87,1.24,644,30.6
3786,11,2018,11-2018,6124,2.85,1.24,644,30.6
3787,11,2018,11-2018,34085,1.8,1.24,644,30.6
3788,11,2018,11-2018,17729,5.7,1.24,644,30.6
3789,11,2018,11-2018,34638,2.05,1.23,648,30.17
3790,11,2018,11-2018,13498,2.42,1.23,648,30.17
3791,11,2018,11-2018,38362,2.69,1.23,648,30.17
3792,11,2018,11-2018,6008,5.22,1.23,648,30.17
3793,11,2018,11-2018,39332,2.07,1.23,648,30.17
3794,11,2018,11-2018,37406,2.41,1.23,648,30.17
3795,11,2018,11-2018,39641,1.83,1.23,648,30.17
3796,11,2018,11-2018,4918,2.39,1.23,648,30.17
3797,11,2018,11-2018,37878,2,1.23,648,30.17
3798,11,2018,11-2018,38365,2.56,1.22,657,29.2
3799,11,2018,11-2018,34084,1.74,1.22,657,29.2
3800,11,2018,11-2018,10953,2.39,1.22,657,29.2
3801,11,2018,11-2018,10249,3.4,1.22,657,29.2
3802,11,2018,11-2018,20750,2.13,1.22,657,29.2
