,id,interest_name,interest_summary,created_at,last_modified
244,5951,Law Enforcement Officers,Professionals reading industry news and researching products and services for law enforcement.,2017-02-23 10:47:07,2017-12-27 12:31:08
245,5952,Australia Trip Planners,People researching attractions and accommodations in Australia. These consumers are more likely to spend money on travel and local attractions.,2017-02-23 10:47:07,2017-12-07 13:35:48
246,5956,Recreational Sports Participants,People registering for recreational sports leagues and programs for adults and kids.,2017-02-23 10:47:07,2019-01-16 09:11:30
247,5957,Online Education Intenders,People researching institutions that offer college classes online. These consumers are more likely to pay for tuition and school supplies.,2017-02-23 10:47:07,2017-12-07 12:35:47
248,5958,Flooring Shoppers,Consumers comparing services and shopping for home flooring products.,2017-02-23 10:47:07,2017-12-07 12:35:47
249,5960,New Zealand Trip Planners,"People researching attractions and accommodations in New Zealand. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-03-01 10:49:41,2017-12-07 12:35:47
250,5961,Business Tax Filers,People researching and comparing products and services to file taxes for businesses.,2017-03-02 16:40:31,2017-12-27 12:31:08
251,5962,New Homeowners,Consumers researching home remodels and decor inspiration.,2017-03-02 17:34:14,2018-05-23 11:30:13
252,5963,Weight Lifting Enthusiasts,People researching weight lifting techniques and trends.,2017-03-03 10:08:06,2019-01-16 09:11:30
253,5967,Online Auto Shoppers,Consumers researching and comparing car sales online.,2017-03-08 09:54:14,2018-03-12 16:43:56
254,5968,Luxury Kitchen Goods Shoppers,Consumers researching and comparing luxury kitchen goods. These consumers are more likely to spend money on home remodeling.,2017-03-08 09:56:03,2017-12-27 12:31:08
255,5969,Luxury Bedding Shoppers,Consumers shopping for luxury bedding.,2017-03-08 09:57:00,2018-05-23 11:30:12
256,5970,Luxury Home Fixture Shoppers,Consumers researching and comparing luxury home fixtures. These consumers are more likely to spend money on home remodeling.,2017-03-08 09:59:10,2017-12-27 12:31:08
257,5971,Readers of Arabic Content,People reading news from Arabic media sources.,2017-03-13 09:59:22,2018-05-23 16:19:11
258,5972,Financial Investors,Consumers reading financial industry news and investment trends.,2017-03-22 12:09:06,2018-05-23 11:30:12
259,5984,Readers of Indian Content,People reading news from Indian media sources.,2017-03-27 16:36:07,2018-05-23 16:19:11
260,5989,Tech News Enthusiasts,Consumers reading the latest technology news and researching new products.,2017-03-27 16:36:07,2017-12-07 12:35:47
261,5991,Gluten-Free Recipe Researchers,People researching and testing gluten-free recipes. These consumers are more likely to spend money at specialty food stores.,2017-03-27 16:36:07,2017-12-27 12:31:08
262,5999,Readers of African American Content,People reading news from African American media sources.,2017-03-27 16:36:07,2019-04-17 08:49:16
263,6006,Breast Cancer Fund Raisers,People raising money for charitable organizations that support breast cancer research.,2017-03-27 16:36:07,2018-05-23 16:19:11
264,6008,Digital Antenna Users,People shopping for digital antennas and researching cutting cable.,2017-03-27 16:36:07,2017-12-27 12:31:08
265,6010,Star Wars Fans,"People reading fan sites, promotional material, and news on the Star Wars franchise.",2017-03-27 16:36:07,2017-12-07 12:35:47
266,6013,Competitive Sports Participants,"People registering for competitive sports leagues, races, and events for adults.",2017-03-27 16:36:07,2019-01-16 09:11:30
267,6023,Sports Medicine Health Care Professionals,Professionals reading industry news and researching products and services for sports medicine.,2017-03-27 16:36:07,2018-05-23 16:19:11
268,6024,Joint Pain Health Care Professionals,Professionals reading industry news and researching products and services for join pain.,2017-03-27 16:36:07,2018-05-23 16:19:11
269,6029,Indoor Cycling & Spinning Enthusiasts,Consumers purchasing at-home machines or visiting indoor cycling gyms. These consumers are more likely to buy gym memberships and cycling products.,2017-03-27 16:36:07,2019-01-16 09:11:30
270,6030,Spa and Pool Owners,Consumers purchasing products to maintain their home spa or pool.,2017-03-27 16:36:07,2019-08-26 11:24:45
271,6034,Backyard Farmers,People researching techniques and products for a backyard farm. These consumers are more likely to purchase farming and landscape products.,2017-03-27 16:36:07,2017-12-07 12:35:47
272,6045,Engagement Ring Shoppers,Consumers comparing or purchasing an engagement ring.,2017-03-27 16:36:08,2017-12-07 12:35:47
273,6047,Readers of Tamil Content,People reading news from Tamil media sources.,2017-03-27 16:36:08,2018-05-23 16:19:11
274,6048,Readers of Telugu Content,People reading news from Telug media sources.,2017-03-27 16:36:08,2018-08-21 17:15:22
275,6049,Readers of Portuguese Content,People reading news from Portuguese media sources.,2017-03-27 16:36:08,2018-05-23 16:19:11
276,6050,Readers of Malayalam Content,People reading news from Malayalam media sources.,2017-03-27 16:36:08,2018-05-23 16:19:11
277,6051,Readers of Italian Content,People reading news from Italian media sources.,2017-03-27 16:36:08,2018-05-23 16:19:11
278,6062,Italian Chain Restaurant Eaters,Consumers visiting sites of chain restaurants that serve Italian food. These consumers are more likely to spend money on eating out.,2017-03-27 16:59:29,2017-12-27 12:31:08
279,6064,Solar Energy Solution Shoppers,Consumers comparing and shopping for solar energy products and services. These consumers are more likely to spend money on energy efficient products.,2017-03-27 16:59:29,2017-12-27 12:31:08
280,6065,Solar Energy Researchers,Consumers researching products and services to use solar energy.,2017-03-27 16:59:29,2017-12-07 12:35:47
281,6067,Coffee Lovers,Consumers researching coffee companies and purchasing coffee beans. These consumers are more likely to purchase coffee online and visit coffeehouses.,2017-03-27 16:59:29,2017-12-07 12:35:47
282,6076,Horse Owners,Consumers researching equine health care.,2017-03-27 16:59:29,2018-05-23 11:30:12
283,6077,Horse Race Enthusiasts,Consumers reading horse racing news and trends.,2017-03-27 16:59:29,2019-01-16 09:11:30
284,6081,Hawaii Trip Planners,People researching attractions and accommodations in Hawaii. These consumers are more likely to spend money on travel and local attractions.,2017-03-27 16:59:29,2017-12-27 12:31:08
285,6084,Media Buying Professionals,Professionals reading advertising industry news and media buying trends.,2017-03-27 16:59:29,2018-05-23 11:30:12
286,6085,Discount Womens Shoes Shoppers,Consumers shopping for discounts and bargains on womens shoes.,2017-03-27 16:59:29,2017-12-07 12:35:48
287,6087,Metal and Rock Music Fans,People researching news and viewing online content focused on metal and rock music.,2017-03-27 16:59:29,2017-12-27 12:31:08
288,6088,Whiskey Lovers,Consumers researching whiskey and purchasing alcohol online. These consumers are more likely to purchase whiskey and visit distilleries.,2017-03-27 16:59:29,2017-12-07 12:35:47
289,6089,Mens Fitness Publication Readers,People reading digital content on mens fitness.,2017-03-27 16:59:29,2017-12-27 12:31:08
290,6095,Nursing Students,People researching academic programs and resources for nursing.,2017-03-27 16:59:29,2017-12-27 12:31:08
291,6098,Dental Hygiene Students,People researching academic programs and resources for dental hygiene.,2017-03-27 16:59:29,2017-12-27 12:31:08
292,6106,Luxury Second Home Owners,High income individuals with more than one home.,2017-03-27 16:59:29,2018-05-23 11:30:12
293,6107,Ski House Second Home Owners,People who own a second home in a ski town. These consumers are more likely to spend money on winter activities and ski gear.,2017-03-27 16:59:29,2017-12-07 12:35:47
294,6108,Beach House Second Home Owners,People who own a second home in a beach town. These consumers are more likely to spend money on summer activities and beach gear.,2017-03-27 16:59:29,2017-12-07 12:35:47
295,6110,Apartment Furniture Shoppers,Consumers in-market for apartment furniture.,2017-03-27 16:59:29,2018-05-23 11:30:12
296,6111,Wine Lovers,Consumers researching wine and purchasing alcohol online. These consumers are more likely to purchase wine and visit vineyards.,2017-03-27 16:59:29,2017-12-07 12:35:47
297,6112,Olympic Sports Enthusiasts,People researching and reading content about sports featured in the Olympics.,2017-03-27 16:59:29,2017-12-27 12:31:08
298,6115,Rugby Fans,People reading about rugby news and watching games. These consumers are more likely to spend money on team gear and rugby equipment.,2017-03-27 16:59:29,2017-12-27 12:31:08
299,6120,Readers of Puerto Rican Content,People reading news from Puerto Rican media sources.,2017-03-27 16:59:29,2018-05-23 16:19:11
300,6122,Readers of Cuban Content,People reading news from Cuban media sources.,2017-03-27 16:59:29,2018-05-23 16:19:11
301,6123,Misc-Deal Seekers or Coupon Shoppers,Consumers researching deals and shopping with coupons.,2017-03-27 16:59:29,2018-05-23 11:30:13
302,6124,Cloud Storage Provider Researchers,Consumers researching and comparing cloud storage providers.,2017-03-27 16:59:29,2018-05-23 11:30:12
303,6127,LED Lighting Shoppers,Consumers shopping for LED light bulbs and lighting fixtures.,2017-03-27 16:59:29,2017-12-27 12:31:08
304,6128,Realtors & Real Estate Researchers,Consumers and professionals researching the newest real estate listings.,2017-03-27 16:59:29,2017-12-07 12:35:47
305,6131,Movie and Game Review Readers,People reading reviews of movies and games. These consumers are more likely to spend money at movie theaters or video game stores.,2017-03-27 16:59:29,2017-12-27 12:31:08
306,6133,Fantasy Football Enthusiasts,Consumers who read online publications about Fantasy Football.,2017-03-27 16:59:29,2018-05-23 11:30:12
307,6134,Dentists,Professionals reading industry news and researching products and services for dentistry.,2017-03-27 16:59:29,2017-12-27 12:31:08
308,6138,Open Source Developers,Professionals reading industry news about open source developer products and resources.,2017-03-27 16:59:29,2017-12-27 12:31:08
309,6141,Entrepreneurs,Professionals reading industry news and researching products and services for starting a business.,2017-03-27 16:59:29,2017-12-27 12:31:08
310,6142,European Trip Planners,People researching attractions and accommodations in Europe. These consumers are more likely to spend money on travel and guided tours.,2017-03-27 16:59:29,2017-12-27 12:31:08
311,6143,College Football Fans,People reading news about college football and watching games. These consumers are more likely to spend money on team gear.,2017-03-27 16:59:29,2017-12-27 12:31:08
312,6144,North Carolina Football Fans,People reading news about North Carolina football and watching games. These consumers are more likely to spend money on team gear.,2017-03-27 16:59:29,2017-12-27 12:31:08
313,6145,Fast Food Lovers,Consumers visiting sites and comparing fast food restaurants. These consumers are more likely to spend money on eating out.,2017-03-27 16:59:29,2017-12-27 12:31:08
314,6148,Kosher Recipe Researchers,People researching kosher recipes. These consumers are more likely to spend money at specialty food stores.,2017-03-27 16:59:29,2017-12-27 12:31:08
315,6149,Readers of Jewish News,People reading news about the Jewish faith.,2017-03-27 16:59:29,2018-12-07 11:59:17
316,6151,Wedding Registrants,Consumers creating wedding registries.,2017-03-27 16:59:29,2018-05-23 11:30:13
317,6156,Ancestry Researchers,People researching products and services to investigate their ancestry.,2017-03-27 16:59:29,2017-12-27 12:31:08
318,6159,United Arab Emirates Trip Planners,"People researching attractions and accommodations in the UAE. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-03-27 16:59:29,2017-12-07 12:35:47
319,6160,Eyeglasses Shoppers,Consumers shopping for eyeglasses. These consumers are more likely to spend money on eyeglasses sold online.,2017-03-27 16:59:29,2017-12-07 12:35:47
320,6162,Healthy Snacks Shoppers,Consumers shopping for healthy snacks and ingredients. These consumers are more likely to spend money at specialty food stores.,2017-03-27 16:59:29,2017-12-27 12:31:08
321,6164,Microsoft Friendly Developers,Professional developers reading industry news on Microsoft products.,2017-03-27 16:59:29,2018-05-23 11:30:13
322,6168,Christmas Enthusiasts,People researching holiday traditions and visiting sites related to Christmas.,2017-03-27 16:59:29,2018-05-23 16:19:11
323,6169,Videographers,Professionals reading industry news and researching products and services for videography.,2017-03-27 16:59:29,2017-12-27 12:31:08
324,6171,High-End Camera Shoppers,Consumers purchasing high end cameras and accessories.,2017-03-27 16:59:29,2018-05-23 16:19:11
325,6172,Camera Review Readers,Consumers reading reviews for camera equipment.,2017-03-27 16:59:29,2018-05-23 11:30:12
326,6173,Camera Shoppers,Consumers researching and comparing cameras. These consumers are more likely to spend money on cameras and photography equipment.,2017-03-27 16:59:29,2017-12-27 12:31:08
327,6174,Photography Enthusiasts,People researching trends and resources for photography. These consumers are more likely to spend money on cameras and photography equipment.,2017-03-27 16:59:29,2017-12-27 12:31:08
328,6177,Mens Shaving Products Shoppers,Consumers comparing or purchasing shaving products for men.,2017-03-27 16:59:29,2017-12-07 12:35:47
329,6181,Cybersecurity Researchers,People researching cybersecurity news and products.,2017-03-27 16:59:29,2018-05-08 09:01:22
330,6182,Finance Continuing Education Researchers,Professionals researching and comparing continuing education programs and resources for finance.,2017-03-27 16:59:29,2017-12-27 12:31:08
331,6183,Accounting & CPA Continuing Education Researchers,Professionals researching and comparing continuing education programs and resources for accounting.,2017-03-27 16:59:29,2017-12-27 12:31:08
332,6184,Reusable Drinkware Shoppers,Consumers comparing and shopping for reusable water bottles. These consumers are more likely to spend money on sustainable products.,2017-03-27 16:59:29,2017-12-27 12:31:08
333,6188,High End TV Shoppers,Consumers comparing or purchasing high end televisions and accessories.,2017-03-27 16:59:29,2017-12-07 12:35:47
334,6189,Texas Energy Providers,Consumers shopping for energy providers in Texas.,2017-03-27 16:59:29,2018-05-23 11:30:13
335,6194,Readers of Greek Content,People reading news from Greek media sources.,2017-03-27 16:59:29,2018-05-23 16:19:11
336,6206,Preppy Clothing Shoppers,Consumers shopping for clothing and accessories from brands with preppy styles.,2017-03-27 16:59:29,2018-09-12 18:31:21
337,6207,Anesthesiologists,Professionals reading industry news and researching products and services for anesthesiology.,2017-03-27 16:59:29,2017-12-27 12:31:08
338,6208,Recently Retired Individuals,People coordinating and researching retirement activities and lifestyle.,2017-03-27 16:59:29,2018-05-23 11:30:13
339,6209,Study Abroad Researchers,Students researching programs to study and live outside of the US.,2017-03-27 16:59:29,2018-05-23 11:30:13
340,6210,College Aspirants,People researching and applying to colleges and universities.,2017-03-27 16:59:29,2018-05-23 11:30:12
341,6211,Charitable Organization Researchers,People researching charitable organizations for donate or volunteer opportunities.,2017-03-27 16:59:29,2018-05-23 11:30:12
342,6212,Online Daters,People who frequent online dating websites.,2017-03-27 16:59:29,2018-05-23 11:30:13
343,6214,Home Remodelers,People researching techniques and resources for home remodels.,2017-03-27 16:59:29,2018-05-23 11:30:12
344,6215,Roommate Seekers,People active on roommate finder sites.,2017-03-27 16:59:29,2018-05-23 11:30:13
345,6216,Car Buyers,Consumers shopping for cars and researching deals.,2017-03-27 16:59:29,2018-05-23 11:30:12
346,6217,Weight Loss Researchers,Consumers researching weight loss methods.,2017-03-27 16:59:29,2018-05-23 11:30:13
347,6218,Running Enthusiasts,Consumers who read online publications about running.,2017-03-27 16:59:29,2019-01-16 09:11:30
348,6219,Cycling Enthusiasts,Consumers who read online publications about cycling.,2017-03-27 16:59:29,2019-01-16 09:11:30
349,6220,Eyeglasses & Contact Lens Buyers,Consumers shopping online for eyeglasses and contact lenses.,2017-03-27 16:59:29,2018-05-23 11:30:12
350,6221,RC Helicopters and Drones Hobbyists,People researching drone techniques and shopping for equipment.,2017-03-27 16:59:29,2018-05-23 11:30:13
351,6222,Musical Instrument Purchasers,Consumers shopping for musical instruments and accessories.,2017-03-27 16:59:29,2018-05-23 11:30:13
352,6223,Language Learners,People using sites and online resources to learn a new language.,2017-03-27 16:59:29,2018-05-23 11:30:12
353,6224,Tattoo Fans,People researching tattoo culture and new tattoo trends.,2017-03-27 16:59:29,2018-05-23 11:30:13
354,6225,Piercing Fans,People researching piercing culture and new piercing trends.,2017-03-27 16:59:29,2018-05-23 11:30:13
355,6226,Divorcees,People researching resources for divorced parents.,2017-03-27 16:59:29,2018-05-23 11:30:12
356,6227,Personal Stock Portfolio Managers,Consumers actively managing their personal investments.,2017-03-27 16:59:29,2018-05-23 11:30:13
357,6228,Paleo Eaters,Consumers researching living a Paleo lifestyle and recipes.,2017-03-27 16:59:29,2018-05-23 11:30:13
358,6229,Sweet Tooths,Consumers shopping for candy and researching recipes.,2017-03-27 16:59:29,2018-05-23 11:30:13
359,6230,Vegans,Consumers researching living a vegan lifestyle and recipes.,2017-03-27 16:59:29,2018-05-23 11:30:13
360,6231,Sleep Researchers,People researching sleep disorders.,2017-03-27 16:59:29,2018-05-23 11:30:13
361,6232,Golf Enthusiasts,Consumers who read online publications about golf.,2017-03-27 16:59:29,2019-01-16 09:11:30
362,6234,Yachting Enthusiasts,People reading yachting news and destinations.,2017-03-27 16:59:29,2018-05-23 11:30:13
363,6235,Sailing Enthusiasts,People reading sailing news and destinations.,2017-03-27 16:59:29,2018-05-23 11:30:13
364,6236,PokemonGo Fans,People reading gaming news and techniques for playing PokemonGo.,2017-03-27 16:59:29,2018-05-23 11:30:13
365,6237,Non-Profit Volunteers,People who visit non-profit volunteer websites.,2017-03-27 16:59:29,2018-05-23 11:30:13
366,6250,Tennis Players,People researching tennis techniques and equipment.,2017-03-27 16:59:30,2019-01-16 09:11:30
367,6253,Medicare Researchers,People reading Medicare news and benefits.,2017-03-27 16:59:30,2018-05-23 11:30:13
368,6255,Environmental Activists,People reading news and trends on environmental activism. These consumers are more likely to spend money with environmental charities.,2017-03-27 16:59:30,2017-12-27 12:31:08
369,6257,Masters in Management Researchers,People researching masters in management programs.,2017-03-27 16:59:30,2018-05-08 09:06:14
370,6259,Word Game Enthusiasts,People playing word games online.,2017-03-27 16:59:30,2018-05-23 11:30:13
371,6260,Blockbuster Movie Fans,Consumers reading reviews of major movie releases.,2017-03-27 16:59:30,2018-05-23 11:30:12
372,6263,Physicians,Professionals reading industry news and researching products and services for physicians.,2017-03-31 17:37:39,2017-12-27 12:31:08
373,6264,Gastroenterologists,Professionals reading medical journals and online resources related to gastroenterology.,2017-03-31 17:38:14,2018-05-23 11:30:12
374,6265,Pharmacists,Professionals reading industry news and researching products and services for pharmacists.,2017-03-31 17:38:55,2017-12-27 12:31:08
375,6266,Respirologists and Pulmonologists,Professionals reading industry news and researching products and services for respirologists and pulmonologists.,2017-03-31 17:39:16,2017-12-27 12:31:08
376,6267,Pediatricians,Professionals reading industry news and researching products and services for pediatricians.,2017-03-31 17:39:36,2017-12-27 12:31:08
377,6277,Harry Potter Fans,People reading news and content related to the Harry Potter series.,2017-04-06 17:34:34,2017-12-27 12:31:08
378,6278,Junk Food Lovers,Consumers researching new flavors of well-known junk foods.,2017-04-10 11:26:10,2018-05-23 11:30:12
379,6284,Gym Equipment Owners,People researching and comparing fitness trends and techniques. These consumers are more likely to spend money on gym equipment for their homes.,2017-04-18 15:46:10,2017-12-27 12:31:08
380,6285,Competitive Tri-Athletes,People researching and comparing triathlons. These consumers are more likely to spend money on fitness training and equipment.,2017-04-18 15:46:10,2019-01-16 09:11:30
381,6286,Luxury Hotel Guests,High income individuals researching and booking hotel rooms.,2017-04-18 15:46:10,2018-05-23 11:30:12
382,6298,Readers of Russian Content,People reading news from Russian media sources.,2017-05-03 10:00:02,2018-05-23 16:19:11
383,6299,Readers of Bengali Content,People reading news from Bengali media sources.,2017-05-03 10:00:02,2018-05-23 16:19:11
384,6300,Washington DC Trip Planners,"People researching attractions and accommodations in Washington DC. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-03 10:00:02,2017-12-07 12:35:47
385,6301,Chicago Trip Planners,"People researching attractions and accommodations in Chicago. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-03 10:00:02,2017-12-07 12:35:47
386,6302,Los Angeles Trip Planners,Consumers in-market for Los Angeles trips and vacations.,2017-05-03 10:00:02,2018-05-23 11:30:12
387,6303,Atlanta Trip Planners,"People researching attractions and accommodations in Atlanta. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-03 10:00:02,2017-12-07 12:35:47
388,6304,New York Trip Planners,Consumers in-market for New York City trips and vacations.,2017-05-03 10:00:02,2018-05-23 11:30:13
389,6305,Identity Theft Protection Researchers,People researching and comparing products and services for identity theft protection.,2017-05-03 10:00:02,2017-12-27 12:31:08
390,6306,Newly Recruited Military Personnel,Professionals reading industry news and researching products and services as newly recruited military personnel.,2017-05-03 17:22:58,2017-12-27 12:31:08
391,6308,Food Safety Decision Makers,Professionals reading industry news and researching products and services for food safety.,2017-05-04 11:02:49,2017-12-27 12:31:08
392,6314,Online Directory Searchers,Consumers using online directories.,2017-05-10 11:37:50,2018-05-23 11:30:13
393,6315,Boston Trip Planners,Consumers in-market for Boston trips and vacations.,2017-05-10 16:11:32,2018-05-23 11:30:12
394,6316,Philadelphia Trip Planners,"People researching attractions and accommodations in Philadelphia. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-10 16:13:56,2017-12-07 12:35:47
395,6317,Houston Trip Planners,Consumers in-market for Houston trips and vacations.,2017-05-10 16:13:56,2018-05-23 11:30:12
396,6318,Phoenix Trip Planners,"People researching attractions and accommodations in Phoenix. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-10 16:13:56,2017-12-07 12:35:47
397,6319,San Francisco Trip Planners,Consumers in-market for San Francisco trips and vacations.,2017-05-10 16:13:56,2018-05-23 11:30:13
398,6320,Miami Trip Planners,"People researching attractions and accommodations in Miami. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-10 16:13:56,2017-12-07 12:35:47
399,6321,Nashville Trip Planners,"People researching attractions and accommodations in Nashville. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-10 16:13:56,2017-12-07 12:35:47
400,6322,Seattle Trip Planners,Consumers in-market for Seattle trips and vacations.,2017-05-10 16:13:56,2018-05-23 11:30:13
401,6323,New Orleans Trip Planners,"People researching attractions and accommodations in New Orleans. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-10 16:13:56,2017-12-07 12:35:47
402,6324,Las Vegas Trip Planners,"People researching attractions and accommodations in Las Vegas. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-10 16:13:56,2017-12-07 12:35:47
403,6325,Orlando Trip Planners,"People researching attractions and accommodations in Orlando. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-05-10 16:13:56,2017-12-07 12:35:47
404,6328,Mattress Researchers,,2017-05-15 13:03:24,2017-05-15 13:03:24
405,6329,Mattress Shoppers,Consumers considering purchasing a mattress.,2017-05-15 13:04:55,2018-05-23 11:30:12
406,6330,Pet Store Goers,,2017-05-15 13:04:55,2017-05-15 13:04:55
407,6331,Price Conscious Grocery Shoppers,Consumers seeking good deals on groceries.,2017-05-15 13:04:55,2018-05-23 11:30:13
408,6332,Tire Researchers,,2017-05-15 13:04:55,2017-05-15 13:04:55
409,6333,Crafting Enthusiasts,People looking for crafting inspiration and purchasing equipment.,2017-05-15 13:04:55,2018-05-23 11:30:12
410,6334,Supermarket Shoppers,Consumers shopping for groceries at major supermarkets.,2017-05-15 13:04:55,2018-05-23 11:30:13
411,6335,Outdoors Enthusiasts,People reading outdoor activities news and destinations.,2017-05-15 13:04:55,2018-05-23 11:30:13
412,6336,Mid-Range Grocery Shoppers,Consumers shopping for groceries at mid-range grocery stores.,2017-05-15 13:04:55,2018-05-23 11:30:13
413,6337,Diner and Ice Cream Lovers,Consumers who often frequent diners and ice cream shops.,2017-05-15 13:04:55,2018-05-23 11:30:12
414,6339,Eyeglasses Wearers,,2017-05-15 13:04:55,2017-05-15 13:04:55
415,6340,Kitchen and Home Goods Shoppers,Consumers comparing or purchasing home and kitchen decor and furniture.,2017-05-15 13:04:55,2017-12-07 12:35:47
416,6341,Pharmacy Shoppers,Consumers researching and purchasing pharmaceuticals online.,2017-05-15 13:04:55,2018-05-23 11:30:13
417,6343,Patio Furniture Shoppers,Consumers comparing or purchasing patio furniture.,2017-05-15 13:04:55,2017-12-07 12:35:47
418,6344,Hair Care Shoppers,Consumers researching trends and purchasing hair and beauty products.,2017-05-15 13:04:55,2018-05-31 22:11:37
419,6345,Senior Caregivers,Professionals reading healthcare industry news focused on senior citizens.,2017-05-15 13:04:55,2018-05-23 11:30:13
420,6363,Readers of Caribbean Content,People reading news from Caribbean media sources.,2017-05-23 16:28:23,2018-05-23 16:19:11
421,6364,Pizza Lovers,,2017-05-23 18:19:22,2017-05-23 18:19:22
422,6365,Executive and C-Suite,People identified as holding executive positions as companies .,2017-05-23 18:19:22,2018-09-07 08:06:58
423,6366,Rideshare App Users,People that regularly use rideshare apps for travel,2017-05-23 18:19:22,2019-08-20 11:34:51
424,6367,Cable TV Shoppers,Consumers researching cable TV packages.,2017-05-23 18:19:22,2018-05-23 11:30:12
425,6378,Luggage Shoppers,Consumers in-market for new luggage.,2017-05-31 16:26:05,2018-05-23 11:30:12
426,6385,Motorcycle Purchasers,,2017-06-08 12:21:04,2017-06-08 12:21:04
427,6386,Powerboat Purchasers,,2017-06-08 12:21:04,2017-06-08 12:21:04
428,6387,Wireless Service Provider Researchers,,2017-06-08 12:21:04,2017-06-08 12:21:04
429,6389,Oil Change Customers,,2017-06-08 12:21:04,2017-06-08 12:21:04
430,6390,Pool and Spa Researchers,,2017-06-08 12:21:04,2018-09-07 08:07:11
431,6391,HVAC Service Researchers,,2017-06-08 12:21:04,2017-06-08 12:21:04
432,6393,Eye Health Researchers,People researching eye health and symptoms.,2017-06-08 12:21:04,2018-05-23 11:30:12
433,7425,Life Insurance Researchers,People researching and comparing life insurance policies. These consumers are more likely to spend money with insurance companies.,2017-06-15 17:44:51,2017-12-27 12:31:08
434,7453,Pilots,Professionals reading industry news and researching products and services for pilots.,2017-06-27 17:12:58,2017-12-27 12:31:08
435,7454,Farmers,Professionals reading industry news and researching products and services for farmers.,2017-06-27 17:12:58,2017-12-27 12:31:08
436,7461,Food Industry Professionals,Professionals reading industry news and researching products and services for food safety.,2017-06-28 13:17:51,2018-05-23 16:19:11
437,7464,Guitar Enthusiasts,People reading guitar news and shopping for new equipment.,2017-06-29 11:17:23,2018-05-23 11:30:12
438,7483,Economy Grocery Shoppers,,2017-07-06 15:45:18,2017-07-06 15:45:18
439,7527,Democratic Donors,,2017-07-17 17:24:48,2017-07-17 17:24:48
440,7529,Foreman and Construction Managers,Professionals reading foreman and construction industry news.,2017-07-17 17:25:23,2018-05-23 16:19:11
441,7534,Canada Trip Planners,People researching attractions and accommodations in Canada. These consumers are more likely to spend money on travel and local attractions.,2017-07-18 16:24:28,2017-12-27 12:31:08
442,7535,Medicare Provider Researchers,People researching Medicare providers and options.,2017-07-18 16:24:28,2018-05-23 11:30:13
443,7536,Medicare Price Shoppers,People comparing Medicare providers based on price.,2017-07-18 16:24:28,2018-05-23 11:30:13
444,7537,Ecommerce Platform Researchers,People comparing products and services of ecommerce platforms.,2017-07-18 16:24:28,2018-05-23 16:19:11
445,7540,North Carolina Travel Researchers,People researching attractions and accommodations in North Carolina.,2017-07-19 11:24:30,2018-05-23 11:30:13
446,7541,Alabama Trip Planners,"People researching attractions and accommodations in Alabama. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-07-19 11:24:30,2017-12-07 12:35:47
447,7542,Georgia Trip Planners,"People researching attractions and accommodations in Georgia. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-07-19 11:24:30,2017-12-07 12:35:47
448,7543,Louisiana Trip Planners,"People researching attractions and accommodations in Louisiana. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-07-19 11:24:30,2017-12-07 12:35:47
449,7544,Texas Trip Planners,"People researching attractions and accommodations in Texas. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-07-19 11:24:30,2017-12-07 12:35:47
450,7545,Florida Atlantic Coast Trip Planners,"People researching attractions and accommodations in Florida. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-07-19 11:24:30,2017-12-07 12:35:47
451,7546,Florida Gulf Coast Travel Researchers,People researching attractions and accommodations in the Florida Gulf Coast area.,2017-07-19 11:24:30,2018-05-23 11:30:12
452,7557,Tailgaters,,2017-07-20 17:31:31,2019-01-16 09:11:30
453,7597,Readers of Spanish Content,People reading news from Spanish media sources.,2017-08-02 11:30:02,2018-05-23 16:19:11
454,7598,Readers of South American Content,People reading news from South American media sources.,2017-08-02 11:30:02,2018-05-23 16:19:11
455,7605,Organic Food Buyers,,2017-08-07 10:00:03,2017-08-07 10:00:03
456,7685,Home Healthcare Researchers,People researching and comparing products and services for home healthcare.,2017-08-24 15:42:48,2017-12-27 12:31:08
457,10007,Mobile Phone Purchase Intenders,Consumers in-market for a mobile phone.,2017-09-12 16:34:57,2018-05-23 11:30:13
458,10008,Japanese Luxury Car Enthusiasts,Consumers reading content about luxury cars from Japan.,2017-09-12 16:39:45,2018-05-23 11:30:12
459,10009,Investment Services Intenders,People researching and comparing investment service providers for personal investments.,2017-09-12 16:39:45,2018-03-05 11:41:17
460,10010,Satellite TV Buyers,Consumers in-market for satellite television.,2017-09-12 16:39:45,2018-05-23 11:30:13
