,week_date,region,platform,segment,customer_type,transactions,sales
3803,18/5/20,AFRICA,Shopify,C1,New,314,36469
3804,18/5/20,AFRICA,Shopify,F3,Existing,2735,480498
3805,18/5/20,CANADA,Shopify,F2,Existing,1606,258708
3806,18/5/20,CANADA,Retail,C2,Existing,23482,993855
3807,11/5/20,CANADA,Retail,C2,New,14166,425531
3808,11/5/20,SOUTH AMERICA,Shopify,C2,Existing,141,26106
3809,11/5/20,AFRICA,Retail,C1,New,92342,2231451
3810,11/5/20,SOUTH AMERICA,Retail,null,New,1300,44326
3811,11/5/20,SOUTH AMERICA,Shopify,F1,New,6,1086
3812,11/5/20,USA,Retail,C1,Existing,57746,2427780
3813,11/5/20,OCEANIA,Shopify,null,New,503,81347
3814,11/5/20,CANADA,Shopify,C2,Existing,799,126410
3815,11/5/20,ASIA,Retail,C4,Existing,113126,5033895
3816,11/5/20,ASIA,Shopify,null,Existing,312,51321
3817,11/5/20,USA,Retail,null,New,22374,937494
3818,11/5/20,EUROPE,Shopify,F3,New,5,664
3819,11/5/20,OCEANIA,Shopify,C1,Existing,2774,436951
3820,11/5/20,OCEANIA,Shopify,C2,Existing,4691,821647
3821,11/5/20,USA,Shopify,F1,Existing,1658,271535
3822,11/5/20,SOUTH AMERICA,Shopify,null,Guest,1982,362625
3823,11/5/20,SOUTH AMERICA,Shopify,F3,Existing,29,5870
3824,11/5/20,OCEANIA,Retail,C1,New,158593,3491442
3825,11/5/20,EUROPE,Shopify,C1,New,11,1295
3826,11/5/20,EUROPE,Retail,C1,New,4162,121053
3827,11/5/20,AFRICA,Shopify,null,New,316,45478
3828,11/5/20,CANADA,Retail,C1,Existing,56723,2301552
3829,11/5/20,OCEANIA,Shopify,C2,New,798,103772
3830,11/5/20,USA,Shopify,F1,New,156,19302
3831,11/5/20,EUROPE,Retail,F2,New,1490,59817
3832,11/5/20,SOUTH AMERICA,Retail,C2,New,844,26248
3833,11/5/20,ASIA,Retail,F3,New,82149,2502473
3834,11/5/20,CANADA,Retail,null,Guest,403000,11213200
3835,11/5/20,USA,Shopify,F3,Existing,1156,213719
3836,11/5/20,USA,Retail,C3,New,44264,1666719
3837,11/5/20,OCEANIA,Retail,null,New,80187,2767160
3838,11/5/20,OCEANIA,Shopify,F3,New,221,29420
3839,11/5/20,AFRICA,Shopify,F3,New,169,19319
3840,11/5/20,CANADA,Retail,C3,New,27570,941004
3841,11/5/20,SOUTH AMERICA,Shopify,C3,Existing,104,21056
3842,11/5/20,CANADA,Shopify,F2,New,132,15095
3843,11/5/20,SOUTH AMERICA,Retail,F3,New,370,13429
3844,11/5/20,CANADA,Retail,null,Existing,8298,383617
3845,11/5/20,CANADA,Shopify,F1,Existing,909,129128
3846,11/5/20,EUROPE,Shopify,C1,Existing,124,22505
3847,11/5/20,SOUTH AMERICA,Retail,C2,Existing,1039,40708
3848,11/5/20,ASIA,Shopify,C1,Existing,1252,185507
3849,11/5/20,CANADA,Shopify,C3,Existing,839,140452
3850,11/5/20,USA,Shopify,F2,New,168,23475
3851,11/5/20,OCEANIA,Retail,C2,Existing,169416,6575969
3852,11/5/20,USA,Shopify,C2,New,249,32888
3853,11/5/20,AFRICA,Shopify,null,Existing,340,59460
3854,11/5/20,ASIA,Retail,C3,Existing,248637,11246344
3855,11/5/20,OCEANIA,Retail,C4,Existing,155393,7523707
3856,11/5/20,EUROPE,Shopify,C4,Existing,23,6140
3857,11/5/20,USA,Shopify,C3,Existing,1590,296032
3858,11/5/20,USA,Shopify,C2,Existing,1500,267121
3859,11/5/20,ASIA,Retail,C3,New,112464,3322130
3860,11/5/20,CANADA,Retail,F3,New,17991,619588
3861,11/5/20,EUROPE,Shopify,C3,Existing,192,48294
3862,11/5/20,SOUTH AMERICA,Retail,C1,Existing,3234,90637
3863,11/5/20,AFRICA,Retail,C2,New,55114,1653037
3864,11/5/20,ASIA,Shopify,null,Guest,5306,832700
3865,11/5/20,EUROPE,Shopify,F1,New,10,1491
3866,11/5/20,USA,Retail,F3,Existing,142948,8691039
3867,11/5/20,AFRICA,Retail,C2,Existing,112538,4788109
3868,11/5/20,USA,Retail,F3,New,26639,975600
3869,11/5/20,EUROPE,Shopify,null,Guest,358,78994
3870,11/5/20,ASIA,Retail,null,Guest,1943558,49238621
3871,11/5/20,OCEANIA,Shopify,C3,New,548,74679
3872,11/5/20,OCEANIA,Retail,null,Existing,53237,2202493
3873,11/5/20,EUROPE,Shopify,null,Existing,32,6772
3874,11/5/20,EUROPE,Retail,F2,Existing,14370,864005
3875,11/5/20,ASIA,Retail,C4,New,49511,1379437
3876,11/5/20,CANADA,Retail,F3,Existing,94113,5231682
3877,11/5/20,USA,Retail,C2,Existing,44174,2157702
3878,11/5/20,ASIA,Shopify,C3,New,315,38268
3879,11/5/20,OCEANIA,Shopify,null,Existing,653,119976
3880,11/5/20,AFRICA,Shopify,F1,New,208,25988
3881,11/5/20,AFRICA,Shopify,C2,Existing,2598,437290
3882,11/5/20,ASIA,Shopify,F3,Existing,2060,344707
3883,11/5/20,OCEANIA,Shopify,F1,New,373,42922
3884,11/5/20,ASIA,Retail,C2,New,82180,2098706
3885,11/5/20,AFRICA,Retail,F3,Existing,400562,22399960
3886,11/5/20,AFRICA,Shopify,F2,New,324,42841
3887,11/5/20,OCEANIA,Retail,F1,Existing,150857,7402426
3888,11/5/20,EUROPE,Retail,C2,Existing,10046,483739
3889,11/5/20,AFRICA,Retail,F1,New,21574,761524
3890,11/5/20,AFRICA,Shopify,F1,Existing,2835,452714
3891,11/5/20,EUROPE,Retail,null,New,3075,129919
3892,11/5/20,OCEANIA,Shopify,null,Guest,10110,1748274
3893,11/5/20,CANADA,Retail,F1,New,6433,225370
3894,11/5/20,SOUTH AMERICA,Retail,C3,New,955,34235
3895,11/5/20,SOUTH AMERICA,Shopify,F1,Existing,71,16436
3896,11/5/20,CANADA,Shopify,C1,New,94,10426
3897,11/5/20,USA,Retail,F2,New,27144,1007521
3898,11/5/20,SOUTH AMERICA,Retail,F2,New,404,13243
3899,11/5/20,USA,Shopify,C1,New,149,17796
3900,11/5/20,EUROPE,Retail,F1,New,861,35326
3901,11/5/20,CANADA,Retail,F1,Existing,24859,1299660
3902,11/5/20,OCEANIA,Shopify,F2,New,484,66963
3903,11/5/20,ASIA,Retail,null,Existing,39982,1596286
3904,11/5/20,ASIA,Shopify,F1,Existing,2227,343658
3905,11/5/20,ASIA,Shopify,C2,Existing,2395,386278
3906,11/5/20,SOUTH AMERICA,Retail,null,Existing,292,13181
3907,11/5/20,AFRICA,Retail,C4,Existing,115729,5829757
3908,11/5/20,ASIA,Retail,null,New,64929,2176608
3909,11/5/20,ASIA,Shopify,F1,New,223,23259
3910,11/5/20,USA,Retail,C1,New,34870,924372
3911,11/5/20,EUROPE,Shopify,null,New,13,3995
3912,11/5/20,AFRICA,Retail,C1,Existing,182956,6724340
3913,11/5/20,ASIA,Shopify,C3,Existing,2175,364828
3914,11/5/20,EUROPE,Retail,C1,Existing,14474,639292
3915,11/5/20,ASIA,Shopify,F2,Existing,3142,517290
3916,11/5/20,SOUTH AMERICA,Shopify,null,Existing,5,1035
3917,11/5/20,CANADA,Shopify,null,Existing,108,17587
3918,11/5/20,EUROPE,Retail,F3,Existing,18421,1138053
3919,11/5/20,AFRICA,Shopify,C3,New,377,50991
3920,11/5/20,SOUTH AMERICA,Retail,F1,New,253,8206
3921,11/5/20,EUROPE,Shopify,C2,New,15,2411
3922,11/5/20,OCEANIA,Retail,C3,Existing,344566,16661822
3923,11/5/20,USA,Retail,null,Existing,14397,736120
3924,11/5/20,SOUTH AMERICA,Shopify,C3,New,28,6157
3925,11/5/20,AFRICA,Shopify,null,Guest,5236,876562
3926,11/5/20,CANADA,Retail,C4,New,12401,392604
3927,11/5/20,USA,Retail,C4,New,17137,587325
3928,11/5/20,OCEANIA,Shopify,C3,Existing,4738,888358
3929,11/5/20,AFRICA,Shopify,C2,New,439,52179
3930,11/5/20,EUROPE,Retail,C4,Existing,4763,252835
3931,11/5/20,USA,Shopify,null,Guest,2553,447537
3932,11/5/20,SOUTH AMERICA,Retail,C3,Existing,1571,75002
3933,11/5/20,ASIA,Shopify,C2,New,500,58385
3934,11/5/20,ASIA,Shopify,F2,New,265,30227
3935,11/5/20,CANADA,Retail,C4,Existing,29614,1457353
3936,11/5/20,OCEANIA,Retail,F3,New,101533,3290057
3937,11/5/20,USA,Retail,C2,New,25798,992683
3938,11/5/20,AFRICA,Retail,null,Existing,40439,1776394
3939,11/5/20,OCEANIA,Retail,F2,New,84656,2774068
3940,11/5/20,CANADA,Retail,C1,New,29214,726795
3941,11/5/20,SOUTH AMERICA,Retail,null,Guest,411408,16567397
3942,11/5/20,SOUTH AMERICA,Retail,C1,New,2308,49780
3943,11/5/20,CANADA,Retail,C3,Existing,63278,3205479
3944,11/5/20,SOUTH AMERICA,Shopify,C1,New,14,1759
3945,11/5/20,EUROPE,Retail,C4,New,1223,46505
3946,11/5/20,ASIA,Shopify,F3,New,136,15047
3947,11/5/20,USA,Retail,F1,Existing,42229,2390461
3948,11/5/20,SOUTH AMERICA,Retail,F1,Existing,804,33819
3949,11/5/20,EUROPE,Shopify,C2,Existing,188,42079
3950,11/5/20,CANADA,Shopify,F1,New,90,9825
3951,11/5/20,SOUTH AMERICA,Shopify,F3,New,6,1135
3952,11/5/20,AFRICA,Retail,C4,New,42535,1382847
3953,11/5/20,AFRICA,Shopify,C3,Existing,2878,512523
3954,11/5/20,USA,Shopify,C4,Existing,193,31937
3955,11/5/20,SOUTH AMERICA,Shopify,F2,New,6,868
3956,11/5/20,CANADA,Retail,C2,Existing,23204,996430
3957,11/5/20,CANADA,Shopify,C4,New,25,2625
3958,11/5/20,OCEANIA,Shopify,F3,Existing,4219,778617
3959,11/5/20,CANADA,Shopify,null,New,117,15861
3960,11/5/20,CANADA,Retail,F2,Existing,62154,3355882
3961,11/5/20,OCEANIA,Shopify,C4,Existing,726,125662
3962,11/5/20,CANADA,Shopify,C3,New,123,13755
3963,11/5/20,SOUTH AMERICA,Retail,C4,Existing,420,19007
3964,11/5/20,EUROPE,Retail,C3,Existing,15454,846923
3965,11/5/20,SOUTH AMERICA,Retail,F2,Existing,1100,52311
3966,11/5/20,SOUTH AMERICA,Shopify,C4,New,4,534
3967,11/5/20,ASIA,Retail,F3,Existing,400332,20077866
3968,11/5/20,OCEANIA,Retail,F1,New,37950,1226747
3969,11/5/20,AFRICA,Shopify,F3,Existing,2754,497187
3970,11/5/20,CANADA,Shopify,F2,Existing,1578,256439
3971,11/5/20,USA,Retail,null,Guest,543958,17003395
3972,11/5/20,EUROPE,Retail,null,Existing,3176,154724
3973,11/5/20,ASIA,Retail,C2,Existing,130137,4927487
3974,11/5/20,OCEANIA,Retail,C3,New,140680,4405823
3975,11/5/20,EUROPE,Shopify,C3,New,8,1424
3976,11/5/20,OCEANIA,Shopify,F1,Existing,4551,762670
3977,11/5/20,AFRICA,Shopify,F2,Existing,5225,882536
3978,11/5/20,USA,Shopify,F2,Existing,2183,387067
3979,11/5/20,SOUTH AMERICA,Shopify,F2,Existing,35,6683
3980,11/5/20,OCEANIA,Retail,null,Guest,2466053,64658287
3981,11/5/20,ASIA,Retail,F2,New,66302,2028916
3982,11/5/20,ASIA,Shopify,C4,New,54,6072
3983,11/5/20,OCEANIA,Retail,F2,Existing,353907,18475442
3984,11/5/20,EUROPE,Shopify,F2,Existing,231,51564
3985,11/5/20,USA,Shopify,F3,New,79,11109
3986,11/5/20,AFRICA,Retail,C3,Existing,285501,14447370
3987,11/5/20,SOUTH AMERICA,Shopify,null,New,43,7199
3988,11/5/20,EUROPE,Retail,F3,New,1551,65279
3989,11/5/20,SOUTH AMERICA,Shopify,C4,Existing,7,1319
3990,11/5/20,USA,Shopify,null,New,151,25288
3991,11/5/20,ASIA,Retail,F2,Existing,224522,10921751
3992,11/5/20,USA,Shopify,null,Existing,168,27961
3993,11/5/20,CANADA,Shopify,F3,New,62,6681
3994,11/5/20,CANADA,Retail,null,New,14457,579716
3995,11/5/20,EUROPE,Shopify,F3,Existing,128,30802
3996,11/5/20,CANADA,Shopify,C4,Existing,109,18431
3997,11/5/20,OCEANIA,Shopify,C1,New,463,51162
3998,11/5/20,EUROPE,Shopify,F2,New,6,787
3999,11/5/20,OCEANIA,Shopify,C4,New,96,11167
4000,11/5/20,OCEANIA,Retail,C4,New,59620,1770055
4001,11/5/20,USA,Shopify,C3,New,205,24343
4002,11/5/20,EUROPE,Shopify,C4,New,2,940
4003,11/5/20,EUROPE,Retail,null,Guest,96916,3321731
4004,11/5/20,CANADA,Shopify,F3,Existing,795,136798
4005,11/5/20,SOUTH AMERICA,Shopify,C2,New,51,7278
4006,11/5/20,AFRICA,Retail,null,New,56591,2197028
4007,11/5/20,USA,Retail,C4,Existing,40365,2170354
4008,11/5/20,EUROPE,Retail,C2,New,2695,90846
4009,11/5/20,ASIA,Retail,F1,Existing,96610,4517920
4010,11/5/20,ASIA,Shopify,C4,Existing,325,50867
4011,11/5/20,EUROPE,Shopify,F1,Existing,175,33873
4012,11/5/20,OCEANIA,Retail,C1,Existing,258342,9129781
4013,11/5/20,SOUTH AMERICA,Retail,C4,New,298,10941
4014,11/5/20,USA,Shopify,C1,Existing,782,128595
4015,11/5/20,OCEANIA,Retail,F3,Existing,554395,30149337
4016,11/5/20,CANADA,Shopify,C2,New,144,16864
4017,11/5/20,CANADA,Retail,F2,New,17025,593362
4018,11/5/20,AFRICA,Retail,F3,New,62680,2194071
4019,11/5/20,AFRICA,Retail,F1,Existing,100907,5298559
4020,11/5/20,USA,Retail,C3,Existing,104110,5889856
4021,11/5/20,OCEANIA,Retail,C2,New,103327,2760471
4022,11/5/20,USA,Retail,F1,New,11274,429645
4023,11/5/20,SOUTH AMERICA,Retail,F3,Existing,1372,67453
4024,11/5/20,ASIA,Retail,C1,New,121816,2550318
4025,11/5/20,AFRICA,Retail,F2,New,60531,2088699
4026,11/5/20,ASIA,Shopify,C1,New,316,32985
4027,11/5/20,CANADA,Shopify,null,Guest,1617,260783
4028,11/5/20,ASIA,Retail,F1,New,29048,896799
4029,11/5/20,AFRICA,Retail,C3,New,103898,3560216
4030,11/5/20,OCEANIA,Shopify,F2,Existing,7251,1306163
4031,11/5/20,CANADA,Shopify,C1,Existing,635,89553
4032,11/5/20,AFRICA,Shopify,C1,New,314,36427
4033,11/5/20,EUROPE,Retail,F1,Existing,6988,400950
4034,11/5/20,EUROPE,Retail,C3,New,3830,153959
4035,11/5/20,AFRICA,Retail,F2,Existing,278590,14970812
4036,11/5/20,AFRICA,Retail,null,Guest,1557283,44407097
4037,11/5/20,AFRICA,Shopify,C1,Existing,1720,258471
4038,11/5/20,AFRICA,Shopify,C4,New,55,7493
4039,11/5/20,USA,Shopify,C4,New,28,3235
4040,11/5/20,ASIA,Shopify,null,New,305,44697
4041,11/5/20,ASIA,Retail,C1,Existing,183827,6023151
4042,11/5/20,USA,Retail,F2,Existing,98067,5720394
4043,11/5/20,AFRICA,Shopify,C4,Existing,397,68221
4044,11/5/20,SOUTH AMERICA,Shopify,C1,Existing,68,11817
4045,4/5/20,ASIA,Retail,F3,Existing,408794,20372408
4046,4/5/20,CANADA,Shopify,C3,Existing,800,142405
4047,4/5/20,OCEANIA,Retail,F1,New,39244,1270701
4048,4/5/20,USA,Retail,C2,New,26354,891013
4049,4/5/20,CANADA,Retail,null,Guest,413420,11432653
4050,4/5/20,SOUTH AMERICA,Shopify,F2,New,3,641
4051,4/5/20,CANADA,Shopify,F1,Existing,802,129196
4052,4/5/20,USA,Retail,F1,New,11581,443375
4053,4/5/20,EUROPE,Shopify,C2,New,10,1793
4054,4/5/20,AFRICA,Shopify,null,Guest,5811,984792
4055,4/5/20,CANADA,Retail,null,Existing,8986,411274
4056,4/5/20,OCEANIA,Shopify,C3,New,470,72650
4057,4/5/20,SOUTH AMERICA,Retail,F3,Existing,1323,65221
4058,4/5/20,OCEANIA,Shopify,F3,Existing,3655,735884
4059,4/5/20,AFRICA,Retail,F3,Existing,409684,22727293
4060,4/5/20,EUROPE,Retail,C4,New,1221,45531
4061,4/5/20,SOUTH AMERICA,Retail,F1,Existing,830,32876
4062,4/5/20,EUROPE,Shopify,C2,Existing,150,44975
4063,4/5/20,USA,Retail,C3,Existing,104878,5841163
4064,4/5/20,USA,Shopify,F2,Existing,1791,342346
4065,4/5/20,EUROPE,Retail,F3,New,1604,64740
4066,4/5/20,AFRICA,Retail,F1,New,22664,799285
4067,4/5/20,ASIA,Shopify,F1,New,149,17264
4068,4/5/20,ASIA,Retail,C3,Existing,254122,11534431
4069,4/5/20,AFRICA,Shopify,null,Existing,389,68644
4070,4/5/20,SOUTH AMERICA,Retail,C3,New,1035,37737
4071,4/5/20,OCEANIA,Retail,C3,New,146725,4700321
4072,4/5/20,ASIA,Retail,C2,Existing,132586,5050250
4073,4/5/20,EUROPE,Shopify,C3,New,14,2122
4074,4/5/20,EUROPE,Retail,null,New,3132,128146
4075,4/5/20,OCEANIA,Shopify,F1,Existing,4076,717687
4076,4/5/20,ASIA,Shopify,C2,Existing,2161,369771
4077,4/5/20,EUROPE,Shopify,null,New,10,1956
4078,4/5/20,ASIA,Retail,F3,New,83717,2603219
4079,4/5/20,USA,Shopify,F3,Existing,971,193749
4080,4/5/20,SOUTH AMERICA,Shopify,C1,New,19,2457
4081,4/5/20,CANADA,Shopify,F2,Existing,1330,241726
4082,4/5/20,AFRICA,Retail,null,Guest,1633364,46800936
4083,4/5/20,USA,Retail,C3,New,44647,1680281
4084,4/5/20,OCEANIA,Retail,null,New,87654,3236342
4085,4/5/20,AFRICA,Retail,C2,New,58337,1793731
4086,4/5/20,ASIA,Shopify,F3,Existing,1691,323843
4087,4/5/20,OCEANIA,Shopify,F1,New,297,40596
4088,4/5/20,OCEANIA,Shopify,C2,Existing,4341,789479
4089,4/5/20,USA,Shopify,F1,Existing,1364,238189
4090,4/5/20,AFRICA,Shopify,F1,Existing,2688,464664
4091,4/5/20,OCEANIA,Shopify,F2,New,386,57186
4092,4/5/20,SOUTH AMERICA,Retail,C2,Existing,1082,42386
4093,4/5/20,AFRICA,Shopify,C2,Existing,2548,463791
4094,4/5/20,SOUTH AMERICA,Retail,F1,New,247,8818
4095,4/5/20,USA,Retail,F2,Existing,98964,5594389
4096,4/5/20,SOUTH AMERICA,Retail,F2,Existing,1132,54719
4097,4/5/20,SOUTH AMERICA,Shopify,C4,New,6,850
4098,4/5/20,ASIA,Retail,null,Guest,2002053,51398109
4099,4/5/20,ASIA,Shopify,C3,Existing,1966,370269
4100,4/5/20,USA,Shopify,F2,New,137,18574
4101,4/5/20,OCEANIA,Retail,F3,Existing,566816,30365679
4102,4/5/20,OCEANIA,Retail,F3,New,104026,3432746
4103,4/5/20,CANADA,Retail,C2,Existing,23668,1020613
4104,4/5/20,CANADA,Shopify,C4,New,19,2668
4105,4/5/20,AFRICA,Shopify,F2,New,266,39687
4106,4/5/20,OCEANIA,Shopify,F2,Existing,6276,1207426
4107,4/5/20,AFRICA,Shopify,C3,Existing,2757,532583
4108,4/5/20,ASIA,Shopify,F1,Existing,1981,333492
4109,4/5/20,EUROPE,Retail,C4,Existing,4667,245882
4110,4/5/20,CANADA,Shopify,C1,Existing,525,82574
4111,4/5/20,EUROPE,Shopify,F2,New,7,1430
4112,4/5/20,ASIA,Shopify,C2,New,393,53274
4113,4/5/20,OCEANIA,Retail,F2,Existing,361447,18543690
4114,4/5/20,CANADA,Retail,C1,Existing,57730,2341309
4115,4/5/20,EUROPE,Shopify,C1,Existing,109,19787
4116,4/5/20,AFRICA,Shopify,C4,New,60,8291
4117,4/5/20,USA,Shopify,null,Guest,2413,422838
4118,4/5/20,EUROPE,Shopify,null,Existing,20,3507
4119,4/5/20,ASIA,Retail,null,Existing,42424,1700513
4120,4/5/20,ASIA,Shopify,null,Guest,5188,818371
4121,4/5/20,USA,Shopify,C1,New,134,15820
4122,4/5/20,CANADA,Shopify,C2,New,109,13365
4123,4/5/20,EUROPE,Retail,null,Existing,3339,152978
4124,4/5/20,EUROPE,Shopify,F1,Existing,136,26377
4125,4/5/20,OCEANIA,Shopify,C1,New,434,53496
4126,4/5/20,AFRICA,Shopify,C2,New,395,55175
4127,4/5/20,AFRICA,Shopify,F2,Existing,4787,894639
4128,4/5/20,AFRICA,Retail,F3,New,65329,2307725
4129,4/5/20,CANADA,Retail,C2,New,14522,458275
4130,4/5/20,SOUTH AMERICA,Shopify,null,New,37,7189
4131,4/5/20,SOUTH AMERICA,Shopify,C3,New,24,3467
4132,4/5/20,CANADA,Shopify,null,Existing,101,18617
4133,4/5/20,CANADA,Retail,F2,Existing,63295,3348637
4134,4/5/20,SOUTH AMERICA,Retail,C4,New,333,12345
4135,4/5/20,ASIA,Shopify,F2,Existing,2739,496583
4136,4/5/20,AFRICA,Shopify,C3,New,326,46771
4137,4/5/20,AFRICA,Retail,F2,New,63781,2203425
4138,4/5/20,OCEANIA,Shopify,null,Guest,9972,1776937
4139,4/5/20,SOUTH AMERICA,Retail,null,New,1458,48742
4140,4/5/20,SOUTH AMERICA,Retail,null,Guest,412784,16499769
4141,4/5/20,ASIA,Shopify,F2,New,207,27683
4142,4/5/20,OCEANIA,Shopify,C4,New,95,12381
4143,4/5/20,AFRICA,Shopify,C1,New,295,37193
4144,4/5/20,USA,Shopify,null,Existing,180,31719
4145,4/5/20,USA,Retail,C4,Existing,40879,2172521
4146,4/5/20,OCEANIA,Retail,C1,New,164357,3752929
4147,4/5/20,EUROPE,Shopify,C1,New,13,2018
4148,4/5/20,EUROPE,Retail,C3,New,3717,146698
4149,4/5/20,USA,Shopify,C4,New,33,3488
4150,4/5/20,USA,Retail,F1,Existing,42700,2364169
4151,4/5/20,OCEANIA,Retail,C2,Existing,172790,6728042
4152,4/5/20,SOUTH AMERICA,Retail,F2,New,419,14715
4153,4/5/20,CANADA,Shopify,null,New,89,12671
4154,4/5/20,ASIA,Retail,C4,New,50714,1450644
4155,4/5/20,SOUTH AMERICA,Retail,C1,New,2348,53115
4156,4/5/20,EUROPE,Retail,F3,Existing,18191,1071310
4157,4/5/20,CANADA,Retail,F2,New,17356,595753
4158,4/5/20,SOUTH AMERICA,Shopify,F2,Existing,34,5233
4159,4/5/20,SOUTH AMERICA,Shopify,C2,Existing,138,25875
4160,4/5/20,ASIA,Retail,C1,New,125389,2727617
4161,4/5/20,USA,Retail,null,Existing,15308,768780
4162,4/5/20,OCEANIA,Shopify,null,Existing,676,128517
4163,4/5/20,OCEANIA,Retail,C2,New,106983,2916122
4164,4/5/20,CANADA,Retail,C4,Existing,30206,1495652
4165,4/5/20,SOUTH AMERICA,Shopify,C2,New,47,6426
4166,4/5/20,ASIA,Shopify,C1,Existing,1172,181550
4167,4/5/20,CANADA,Shopify,null,Guest,1559,251471
4168,4/5/20,USA,Retail,F3,Existing,143295,8566160
4169,4/5/20,EUROPE,Retail,C1,Existing,14535,629122
4170,4/5/20,USA,Retail,F2,New,27441,1003334
4171,4/5/20,OCEANIA,Shopify,C3,Existing,4321,844351
4172,4/5/20,SOUTH AMERICA,Retail,C3,Existing,1590,74249
4173,4/5/20,OCEANIA,Shopify,null,New,472,75441
4174,4/5/20,OCEANIA,Retail,C1,Existing,263670,9328946
4175,4/5/20,EUROPE,Retail,F2,Existing,14598,814943
4176,4/5/20,EUROPE,Shopify,C4,New,1,273
4177,4/5/20,ASIA,Shopify,F3,New,105,13071
4178,4/5/20,SOUTH AMERICA,Shopify,F1,New,4,504
4179,4/5/20,OCEANIA,Retail,null,Guest,2549652,67372865
4180,4/5/20,EUROPE,Shopify,null,Guest,307,61710
4181,4/5/20,USA,Retail,C2,Existing,44133,2135548
4182,4/5/20,AFRICA,Retail,null,Existing,43441,1919750
4183,4/5/20,AFRICA,Shopify,C1,Existing,1710,269208
4184,4/5/20,SOUTH AMERICA,Shopify,F3,New,6,1176
4185,4/5/20,CANADA,Shopify,C4,Existing,96,15857
4186,4/5/20,EUROPE,Retail,C3,Existing,15118,798832
4187,4/5/20,USA,Retail,null,Guest,559564,17154923
4188,4/5/20,ASIA,Retail,C4,Existing,114999,5168512
4189,4/5/20,SOUTH AMERICA,Retail,C1,Existing,3188,91486
4190,4/5/20,AFRICA,Shopify,F3,New,111,17163
4191,4/5/20,EUROPE,Retail,F2,New,1509,63109
4192,4/5/20,EUROPE,Retail,null,Guest,98990,3324181
4193,4/5/20,CANADA,Retail,C3,Existing,64199,3258587
4194,4/5/20,OCEANIA,Retail,C3,Existing,354505,17049000
4195,4/5/20,EUROPE,Shopify,C3,Existing,162,51764
4196,4/5/20,OCEANIA,Shopify,C1,Existing,2549,419208
4197,4/5/20,OCEANIA,Retail,F2,New,87643,2911639
4198,4/5/20,ASIA,Retail,F1,Existing,98869,4613601
4199,4/5/20,ASIA,Retail,C3,New,115601,3515620
4200,4/5/20,ASIA,Retail,null,New,70034,2309739
4201,4/5/20,EUROPE,Retail,F1,Existing,6906,378776
4202,4/5/20,CANADA,Shopify,F3,Existing,629,119975
4203,4/5/20,AFRICA,Retail,C4,New,43638,1442819
4204,4/5/20,EUROPE,Retail,F1,New,843,34214
4205,4/5/20,SOUTH AMERICA,Shopify,C3,Existing,103,19467
4206,4/5/20,AFRICA,Shopify,null,New,344,53234
4207,4/5/20,ASIA,Shopify,C4,New,41,4658
4208,4/5/20,AFRICA,Retail,F1,Existing,104774,5373295
4209,4/5/20,USA,Retail,C4,New,17546,609432
4210,4/5/20,AFRICA,Retail,C2,Existing,116378,4953038
4211,4/5/20,CANADA,Retail,F1,Existing,25523,1296861
4212,4/5/20,OCEANIA,Shopify,F3,New,169,24960
4213,4/5/20,ASIA,Shopify,null,Existing,361,58595
4214,4/5/20,OCEANIA,Retail,F1,Existing,155821,7494474
4215,4/5/20,EUROPE,Retail,C2,New,2653,92600
4216,4/5/20,OCEANIA,Retail,C4,New,61673,1884768
4217,4/5/20,EUROPE,Retail,C2,Existing,10011,473626
4218,4/5/20,CANADA,Shopify,C1,New,85,10725
4219,4/5/20,AFRICA,Retail,C3,Existing,291579,14756151
4220,4/5/20,OCEANIA,Shopify,C2,New,675,93340
4221,4/5/20,USA,Shopify,F1,New,113,15561
4222,4/5/20,CANADA,Retail,F1,New,6578,226594
4223,4/5/20,SOUTH AMERICA,Shopify,F1,Existing,67,14347
4224,4/5/20,CANADA,Retail,C4,New,12595,409032
4225,4/5/20,USA,Shopify,C4,Existing,152,25726
4226,4/5/20,AFRICA,Retail,C1,New,98252,2430140
4227,4/5/20,CANADA,Shopify,F2,New,79,10869
4228,4/5/20,OCEANIA,Shopify,C4,Existing,652,119472
4229,4/5/20,CANADA,Shopify,C3,New,70,10511
4230,4/5/20,USA,Retail,C1,New,36031,962097
4231,4/5/20,AFRICA,Retail,null,New,61829,2366264
4232,4/5/20,ASIA,Retail,C1,Existing,188439,6226048
4233,4/5/20,USA,Retail,C1,Existing,58022,2388490
4234,4/5/20,CANADA,Retail,C1,New,29860,751194
4235,4/5/20,USA,Shopify,C1,Existing,684,115653
4236,4/5/20,OCEANIA,Retail,null,Existing,57064,2353199
4237,4/5/20,SOUTH AMERICA,Retail,C2,New,885,27713
4238,4/5/20,CANADA,Retail,F3,New,17916,623853
4239,4/5/20,SOUTH AMERICA,Shopify,F3,Existing,31,6909
4240,4/5/20,ASIA,Shopify,C4,Existing,288,47559
4241,4/5/20,SOUTH AMERICA,Shopify,C1,Existing,62,10769
4242,4/5/20,ASIA,Retail,F2,Existing,228944,11059605
4243,4/5/20,USA,Shopify,C2,New,198,26963
4244,4/5/20,AFRICA,Retail,C1,Existing,188707,6958813
4245,4/5/20,USA,Shopify,null,New,120,18352
4246,4/5/20,SOUTH AMERICA,Retail,F3,New,352,14396
